char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
e6288a6c8d09,Dunkleosaurus,Jurassic Park,,,"Dunkleosaurus is a genetically modified mosasaur/fish hybrid of Mosasaurus and Dunkleosteus in Jurassic World: The Game. Games Jurassic World: The Game See: Dunkleosaurus/JW: TG Dunkleosaurus is a legendary surface hybrid that can be created in the game. It became creatable for the player's park on November 20th, 2018. Navigation ja:ダンクレオサウルス Category:Animals Category:Mosasaurus Pages Category:Dunkleosteus Pages Category:Hybrids Category:Reptile Hybrids Category:Fish Hybrids Category:Fictional Creatures Category:Carnivores"
ec7cef0a3fef,Kholwa Abantu,Alien vs Predator,species: Human | gender: Male,,"Governor Kholwa Abantu was a member of the United Nations. In 2186, Abantu commanded the United Nations Interstellar Settlement Corps' Great Mother Mission, a humanitarian effort launched to reestablish contact with the lost Far Spinward Colonies. During the mission, Abantu was headquartered on the flagship UNCSS Ìyánlá. Appearances Category:Building Better Worlds characters Category:Humans Category:Politicians"
86ddf59f94ae,Falah,Lost,Actor: Xavier Alaniz,,"Falah was a political prisoner in Sayid's flashbacks. He was held in one of the Iraqi Republican Guard prisons, and interrogated by Sayid through torture, to obtain information about his involvement with a Shi'a insurgent group against the old Iraqi regime. Trivia ""Falah"" is probably not the name of the prisoner, since Falah means a ""Villager"" in Arabic. Most probably, Sayid uses this name in addressing him to refer to the prisoner's own humble origin, for further humiliation. de:Falah es:Falah fr:Falah it:Falah pl:Falah pt:Falah ru:Фалах Category:Characters Category:Season 1 characters Falah Category:Sayid's flashback characters Category:Arabic characters Category:Episodic characters"
d668b312d5ec,Babette's dancer 01 (Two Boats and a Lifeguard),Boardwalk Empire,Actor: Drew Humphrey,,"Babette's dancer 01, played by co-star Drew Humphrey, is a supporting character in ""Two Boats and a Lifeguard"". He is dancing at Babette's Supper Club on the night of Jimmy Darmody's victory party. Appearances"
e98396e3519d,George Smith,The Wire,seasons: 3,,George Smith is a major and the commander of the Narcotics Unit in the Baltimore Police Department. Biography Background Smith replaced Raymond Foerster as the commander of the Narcotics Unit when Foerster is promoted to commander of the Criminal Investigations Division in 2004. Season 3 Major Howard Colvin of the Western District approaches Smith for help pursuing drug organizations. He finds Smith's records a disappointingly slim collection of rap sheets. Smith tells him there is no one looking at high end drug cases because Deputy Commissioner Rawls is directing their efforts to street work. Production Appearances *Uncredited appearance. References Category:Characters Category:Minor Characters Category:Season 3 Characters Category:Police
4976a2deaf9f,Karla Faye Gideon,Marvel Cinematic Universe,species: Human | gender: Female | actor: Drea de Matteo | status: In Custody,,"Karla Faye Gideon is a former nurse who, having given her bladed finger nails, began a killing spree which ended when she became an Index subject. Having her hands locked in metal shackles gave Gideon a grudge against S.H.I.E.L.D. and when presented with the chance to gain revenge with Calvin Zabo, Gideon eagerly joined the Slicing Talons. However, during their very first battle against S.H.I.E.L.D., Zabo was snatched away and Gideon fought Bobbi Morse who knocked out and arrested Gideon. Biography Early Life Placed on the Index |Gideon's S.H.I.E.L.D. Index file Karla Faye Gideon worked as a nurse, when she became involved in an abusive relationship. Desperate to defend herself, Gideon grafted scalpel blades into her fingers and used them to kill her abusive boyfriend. The murder caused Gideon to snap, and she went on a brief killing spree before being finally apprehended by S.H.I.E.L.D. placing her on the Index. S.H.I.E.L.D. placed Gideon under watch, encasing her fingers in shackl"
282f6d105e72,Emily Morgan,Prison Break,played by: Regan Licciardello,,"Emily Morgan is the daughter of Gretchen Morgan and General Jonathan Krantz and younger half-sister of Lisa Tabak. She is currently under the guardianship of Gretchen's sister, Rita, who she believes to be her mother. In order to get Gretchen to find a buyer for Scylla, Donald Self orders T-Bag to take Emily and Rita hostage, although T-Bag eventually has a change of heart and lets them leave. While Gretchen has left Emily in Rita's care, in truth she considers Emily the most important person in the world to her. Following the fall of The Company and her imprisonment, Gretchen, despite imprisonment, now hopes to see her. Category:Living characters Category:Prison Break characters Category:Season 4 characters"
9673c3b63da8,Donalda,James Bond 007,,,"Donalda is the niece of May, who takes over her duties as Bond's housekeeper in the 2013 James Bond Novel Solo by William Boyd. Biography Early Life After her aunt May's reluctant retirement, She suggested Donalda be given her job as James Bond's housekeeper at his flat in Chelsea. She apprenticed with May for an interim period of two weeks and took over duties seamlessly. Solo After Bond had gone away on business, he called Donalda to the Cafe Picasso on King's Road, where he revealed that he believed the flat was being watched and did not want anyone to know he was back in town. Together they discussed his cover story and housekeeping notes regarding money before he asked Donalda to return to the flat and unlatch the back window. Donalda went back to the flat. Donalda found the subterfuge exciting and went back to the flat. She unlatched the window and went to the kitchen when everything went black. She had been attacked by an unknown assailant and suffered a two inch cut on the b"
529bbd8b73f4,Lio Convoy TFP,Transformers,species: Cybertronian | gender: Male,,"Lio Convoy, sometimes referred to as Leo Prime is an Autobot Leader and Great Convoy. History Arms Micron Toy bio Following the restoration of Cybertron, Lio Convoy ascended to the rank of Great Convoy, and became a member of the ruling body of Cybertron. After a time, Great Lio Convoy sensed the awakening of Unicron in another dimension, and travelled across the multiverse to this world. Finding that the native Autobots and Decepticons had already dealt with the threat of Unicron, Great Lio Convoy—now using the name ""Leo Prime""—elected to stay on this world for a time to ensure that Unicron did not reawaken, refraining from involving himself in the combat between the native Transformers. In the new body he wears in this universe, he is armed with an ancient sword that draws power straight from his Energon Matrix, though apparently unbeknownst to him, it, like the weapons of many other Transformers in this universe, is secretly an Arms Micron named L.P. Using this weapon, Leo P"
546dc295ae6b,Hastu,Avatar,species: Na'vi | gender: Male | first: ''Avatar: Frontiers of Pandora'' | portrayed: Brian Doe Chua,,"Hastu is a Na'vi of the Kame'tire clan in Avatar: Frontiers of Pandora. Background Hastu is haunted by the disappearance of his mother, leaving him with his father Reyzu. He finds it difficult to fit in with the other young Kame'tire, but he likes to run with a crowd, which means he gets into trouble trying to be one of the gang. He has a crush on Keylu, who is drawn to him because she knows what it's like to lose a parent, although it's easier for her to just stay friends and keep things simple. Avatar: Frontiers of Pandora Quests Uwol's Shadow pl:Hastu ru:Хасту Category:Avatar: Frontiers of Pandora Characters Category:Na'vi Category:Kame'tire Members"
