char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
0dd969be8ce4,Devar Manigault,The Wire,"actor: Cyrus Farmer | birth: August 6th, 1969 | death: November 19, 2006","Shortly after Devar is released from prison he is savagely beaten to death by Chris Partlow at Michael's behest. Production
Appearances

 References 

Category:Characters
Category:Season 4 Characters
Category:Deceased
Category:Killed by Christopher Partlow","Devar Manigault was the partner of Raylene Lee, the father of Aaron Manigault, and the stepfather of Michael Lee. Biography Season 4 Devar Manigault is Raylene Lee's domestic partner, father to her younger son Aaron ""Bug"" Manigault. Fans frequently refer to him as the stepfather of Raylene's older son Michael Lee, though he never actually married her. Devar is feared by Michael and it is implied that Michael suffered sexual abuse by Devar. Shortly after Devar is released from prison he is savagely beaten to death by Chris Partlow at Michael's behest. Because Chris leaves DNA at the crime scene, he is ultimately arrested for this murder. Production Appearances References Category:Characters Category:Season 4 Characters Category:Deceased Category:Killed by Christopher Partlow"
7f65d4c82a7a,Derek (Comic Series),The Walking Dead,gender: Male | status: Dead | first: Issue 75 | last: Issue 78,"He and his men tried to penetrate Alexandria, but ultimately failed and were killed. His death and his group's fall proved to be the catalysts for the events of Volume 14: No Way Out. Rick tells him that he should walk away, or he will face a horrible death.","Derek is an antagonist and a survivor of the outbreak in Image Comics' The Walking Dead. He is the leader of a group called the Scavengers. He and his men tried to penetrate Alexandria, but ultimately failed and were killed. He served as one of the two primary antagonists of Volume 13: Too Far Gone (along with Peter Anderson). His death and his group's fall proved to be the catalysts for the events of Volume 14: No Way Out. Overview A rather inelegant and mildly charismatic but brutal man, Derek is the snide leader of the D.C. Scavenger group. He is shown to have complete authority over the other members of the group. He shows high disregard for the people of Alexandria's lives and will do whatever it takes to get inside, saying he and his group are desperate, most likely from living in the downtown D.C. area. He is also extremely cocky, thinking he could get the jump on Rick's group by just walking up to the front gate. His cockiness and arrogance prove to be his and his group's dow"
626c65db41cf,Sarah Davies,Mission: Impossible,gender: Female | status: Deceased,"She was a field operative of Jim Phelps's Impossible Mission Force team who is murdered in the opening mission. Mission in Prague and Death 
In 1996, Sarah participates in a mission in Prague, Czech Republic, to prevent a NOC of the IMF from being stolen and sold on the black market. However, their colleagues begin to be killed and Jim Phelps orders the entire team to retreat.","Sarah Davies (March 23, 1963 – March 13, 1996) was a supporting protagonist appearing in the 1996 action/thriller film Mission: Impossible. She was a field operative of Jim Phelps's Impossible Mission Force team who is murdered in the opening mission. Biography Early life According to the briefing tape sent to Jim Phelps in the opening of the film, Sarah Davies was born on March 23, 1963, is an English national and have a relative named Martin James Davies (who is possibly her father or her husband). Mission in Prague and Death In 1996, Sarah participates in a mission in Prague, Czech Republic, to prevent a NOC of the IMF from being stolen and sold on the black market. Under the codename of Sarah Walker, the agent infiltrates a party and follows the traitor agent Alexander Golitsyn with Ethan Hunt. However, their colleagues begin to be killed and Jim Phelps orders the entire team to retreat. Disobeying this order, Sarah continues to follow Golitsyn in the street and is stabbed "
ae62346b0a75,Louis Zehner,Ozark,species: Human | gender: Male | status: Deceased,"He laundered money for Camino Del Rio before he was replaced by Marty Byrde and killed by two of Del Rio's henchmen for being an FBI informant. Category:Characters
Category:Males
Category:Deceased","Louis Zehner is a minor character and appears in Kaleidoscope. He laundered money for Camino Del Rio before he was replaced by Marty Byrde and killed by two of Del Rio's henchmen for being an FBI informant. They strangled him and then cut both of his eyes out, right in front of Marty and Bruce Liddell. His eyes would later be saved by Del Rio and mailed years later to Marty and Wendy's new house in the Ozarks to intimidate them. Category:Characters Category:Males Category:Deceased"
aab638e063b1,Barbara Holland,Stranger Things,status: Deceased | gender: Female,"Eventually, it was revealed that she had been killed by the Demogorgon. In 1984, following an acknowledgment of Hawkins Lab's involvement in her death, she was given a proper funeral. The Demogorgon sadistically allowed Barb to almost leave, but dragged her back into the pool and mauled her to death.","Barbara ""Barb"" Holland was a recurring character in the first season of Stranger Things. She was portrayed by Shannon Purser. Barb was the best friend of Nancy Wheeler. In late 1983, Barb mysteriously vanishes, which leads Nancy and Jonathan Byers to investigate her disappearance. Eventually, it was revealed that she had been killed by the Demogorgon. In 1984, following an acknowledgment of Hawkins Lab's involvement in her death, she was given a proper funeral. History Background thumb|left|100px|Nancy's photos of her and Barb. thumb|left|100px|Family portraits of Barb. Barbara ""Barb"" Holland was born on September 13, 1967, to Mr. and Marsha Holland. Around 1974, when Barb began first grade, she became best friends with Robin Buckley. The two would often imagine escaping Hawkins and exploring the world on adventure. However, around 1979, when the girls began sixth grade, Barbara had met a popular girl named Nancy Wheeler at an unspecified school club and eventually drifted apart from"
2c65109a1dc9,Picante Balls,The Boys,species: Supe | gender: Male | status: Deceased (killed by Homelander),"Before being killed by Homelander, Picante Balls hugged Flashback. Category:Male Characters
Category:The Boys Presents: Diabolical Characters
fr:Couilles piquantes
Category:Deceased
Category:Characters Killed by Homelander
Category:Supes victims
Category:Supes","is a character in the animated anthology series, The Boys Presents: Diabolical. He appears in the episode, An Animated Short Where Pissed-Off Supes Kill Their Parents. The Boys Presents: Diabolical Picante Balls resided at the Red River Assisted Living for the Gifted Child where he can melt things with his testicles which are covered by a heat-proof undergarment when not in use. In ""An Animated Short Where Pissed-Off Supes Kill Their Parents"", Picante Balls assisted Ghost in her campaign to take revenge on their parents. Picante Balls ambushed his dad's dinner with two girls and used his hot testicles on his neck. Before being killed by Homelander, Picante Balls hugged Flashback. Powers and Abilities Powers Heat Generation: Picante Balls can generate heat from his testicles. Superhuman Hearing: Picante Balls possesses superhuman hearing, allowing him to hear better than humans. Like all Supes, he can hear higher frequencies that humans cannot. Category:Male Characters Catego"
f36510209d19,Stuart Tuxhorn,Prison Break,played by: Steve Tom | death: 2005,"Apparently Whistler did not know Tuxhorn was already a Company administrator, and the General had Whistler murdered by Wyatt. Appearances

Trivia
2 Scylla card-holders died in back-to-back episodes. Although Stuart was killed by Ralph, his dead was ordered by Krantz, making him also responsible for his death.","Stuart Tuxhorn was a Scylla cardholder and a high-ranking official of The Company. Biography Season 4 After Whistler stole and copied the first Scylla card, and handed the original off to Tuxhorn and gave the copy to General Krantz. Apparently Whistler did not know Tuxhorn was already a Company administrator, and the General had Whistler murdered by Wyatt. Under the orders of Don Self, Michael Scofield and the gang used Tuxhorn's maid to carry Roland's device into Tuxhorn's house and copy the device. Because she left it in the house, Scofield and Mahone had to break in and collect the device. Appearances Trivia 2 Scylla card-holders died in back-to-back episodes. The first one was Griffin Oren in The Mother Lode and then Stuart Tuxhorn in VS. It's never revealed if Stuart was a member of Christina Scofield's gang. Although Stuart was killed by Ralph, his dead was ordered by Krantz, making him also responsible for his death. See also Stuart Tuxhorn's unknown party Category:Crimina"
0c4882eb1a9e,Sebastian Miro,Fast & Furious,gender: Male | actor: Christian Lanz | status: Deceased,"History

 Relationship 
 Allies 
Dominic Toretto's Crew
Dominic Toretto
Letty Ortiz
Cam Stone
Vienna Cole

Enemies
Emil Elias Ormstrid
Kai † (killer)

References

Category:Characters
Category:Fast & Furious: Crossroads characters
Category:Deceased
Category:Street racers
Category:Males
Category:Toretto's crew",Sebastian Miro was a Barcelona street racer and mechanic. History Relationship Allies Dominic Toretto's Crew Dominic Toretto Letty Ortiz Cam Stone Vienna Cole Enemies Emil Elias Ormstrid Kai † (killer) References Category:Characters Category:Fast & Furious: Crossroads characters Category:Deceased Category:Street racers Category:Males Category:Toretto's crew
8e8e05cfc75a,Father Hughes,Peaky Blinders,"born: c. 1870s, Ireland | died: 1924, Birmingham, England | status: Deceased","Michael kills Hughes by viciously stabbing him to death. Following the abduction of Tommy's son, Hughes was confronted and killed by Michael Gray. Appearances 

 Peaky Blinders series 

 Series 3 

 Episode 3.2
 Episode 3.3
 Episode 3.4
 Episode 3.5 (mentioned)
 Episode 3.6

 Series 4 

 Episode 4.1 The Noose (indirectly mentioned)

 Untitled Peaky Blinders sequel series (possibly mentioned) 

 Image Gallery 
Category:Characters
Category:Series 3 Characters
Category:Status: Deceased
Category:Enemies
Category:Members of Section D
Category:Secondary Characters","Father John Hughes is a priest and an agent of the Economic League. As the overseer of the League's plot to coerce Thomas Shelby into realizing their goal of inciting a conflict between Great Britain and the Soviet Union, he serves as the main antagonist of Season 3 of Peaky Blinders. Character History Background Father Hughes was an Irish priest involved in many different groups, including the Russians, the Economic League, and the church in Birmingham. Series 3 · 1924 Thomas came to suspect that Father Hughes was a double agent, seemingly working for the British Crown and with the politically White Russians but reporting to the Communist Russians. This was only partially true. Hughes does represent the Crown and was acting under orders to report to the Reds because they wanted to provoke an attack on British soil, which would break diplomatic relations with the Communists. After Tommy accuses him of being a Soviet informant, Hughes extorts Tommy into publicly apologizing by "
eb3cc4754ef6,Plato,The Matrix,born: 428/427 or 424/423 BC | died: 348/347 BC,,"Plato (Ancient Greek: Πλάτων) was an ancient Greek philosopher. His Allegory of the Cave is a strong influence on the concept of the Matrix. Allegory of the Cave The Allegory of the Cave, sometimes called Plato's Cave, explores the themes of reality and perception. Proposing that our perception of reality is not truth. Plato describes a group of people who have lived chained to the wall of a cave all of their lives, face a blank cave wall. The people, or prisoners, watch shadows projected on the wall from objects passing in front of a fire behind them. These shadows are given names and are reality to the prisoners. In the allegory, Plato goes on to describe the exit from the cave. Proposing that a single prisoner is somehow freed. Plato then describes their journey towards truth. According to Plato, once free the former prisoner will look around. Plato claims that the prisoner would see the fire first and not the objects. Plato writes: ""... it would hurt his eyes...""Plato. Ro"
119d9c4ba4b6,Berserker (LV-412),Alien vs Predator,gender: Male | status: Deceased,"After the Jungle Hunter killed all of the Xenomorphs, the Berserker jumped into the Arena himself and quickly defeated the Jungle Hunter. Equipment 
 Bio-helmet
 Wristblades x2
 Wrist gauntlet
 Self-Destruct Device
 Cloak
Appearances

pl:Berserker (LV-412)
ru:Берсерк (LV-412)
es:Berserker Predator (LV-412)
Category:Super Predator individuals
Category:Deceased
Category:Predators featured in video games
Category:AVP: Evolution characters
Category:Chestburster victims
Category:Xenomorph killers
Category:Yautja individuals
Category:Predalien hosts
Category:Clan leaders
Category:Bad Bloods
Category:Antagonists","A Berserker Super Predator was a member of the Super Predator Clan on LV-412. The Berserker seemed to be a leader of sorts for the clan. At some point, the clan gained the ability to control s by capturing a Queen. However, some Xenomorphs, including a Drone, managed not to be controlled by the Super Predators due to being born outside the hive. The Drone eventually managed to fight through the Berserker's Super Predators and defeated him in the Temple Arena, freeing its Hive. Biography The Berserker seemed to serve as a leader of sorts for the Super Predator Clan on LV-412, being the last Super Predator a Drone had to face to free its Hive. At some point, the clan captured a Xenomorph Queen, which allowed them to control most of her Hive's Xenomorphs. However, some Xenomorphs, including the Drone, managed to not be controlled by the Super Predators. After gaining control of Xenomorphs, the clan captured a Jungle Hunter and forced him into the Temple Arena on LV-412 to serve as a te"
2f42bc110fec,Taserface,Marvel Cinematic Universe,gender: Male | DOD: October 2014 | actor: Chris Sullivan | status: Deceased,"Taserface, allying with Nebula had the Ravagers loyal to Udonta executed, and imprisoned Udonta, Kraglin Obfonteri and Guardians Rocket and Groot in the brig of the Eclector. When they made their escape, Taserface relayed an emergency message to the Sovereign in tipping off their location, before he was killed in the Eclector’s destruction. Any Ravager members that had sided with Udonta, including Tullk and Oblo, were executed by being released into space.","Taserface was a Ravager mercenary and a lieutenant in the Yondu Ravager Clan. In 2014, following Yondu Udonta's exile established by Stakar Ogord, Taserface led a mutiny against Udonta, claiming he was not a suitable Ravager captain. Taserface, allying with Nebula had the Ravagers loyal to Udonta executed, and imprisoned Udonta, Kraglin Obfonteri and Guardians Rocket and Groot in the brig of the Eclector. When they made their escape, Taserface relayed an emergency message to the Sovereign in tipping off their location, before he was killed in the Eclector’s destruction. Biography Christmas Presents One December, Peter Quill wrapped a present for Taserface whilst trying to re-create Christmas, although the gift was thrown away by Yondu Udonta before Taserface could unwrap it. Ravager Mutiny Gaining Ravager Support |Taserface enacts his rebellious plans Taserface, along with Yondu Udonta faction of Ravagers, went to the Iron Lotus to relax. Taserface watched as Stakar Ogord reminded U"
34256266d7fe,Mrs. Whistler,James Bond 007,status: Deceased; drowned | portrayed: Margaret Lacey,"References

fr:Mme Whistler
Category:James Bond Characters
Category:Film Characters
Category:Diamonds Are Forever (film) Characters
Category:Villains
Category:Henchmen
Category:Female Characters
Category:Smugglers
Category:Minor Characters
Category:SPECTRE Collaborators
Category:British
Category:Deceased Characters
Category:Characters Killed by Mr.","Mrs. Whistler was a missionary teacher operating in Africa. She was also a diamond smuggler working indirectly for the criminal organisation, SPECTRE. Portrayed by British actress Margaret Lacey, the character served as a minor antagonist in the 1971 James Bond film, Diamonds Are Forever. Biography Though ostensibly a kindly missionary teacher who taught children in Africa, Mrs. Whistler moonlighted as a smuggler, transporting diamonds off the continent in a hollowed-out Bible. Unbeknownst to the smugglers, the gemstones were being used to construct an orbital laser weapon; commissioned by criminal mastermind, Ernst Stavro Blofeld. With construction nearing completion, Blofeld dispatched assassins Mr. Wint and Mr. Kidd to tie-up loose ends by murdering the pipeline's members. After delivering her contraband to fellow smuggler Tiffany Case, Mrs. Whistler was the third to be targeted by the pair of murderers; who drowned her in a canal in Amsterdam, The Netherlands. Gallery Trivia A s"
5991929b86e3,Juan,Jurassic Park,appearances: ''Jurassic World: Aftermath'' | species: Human | gender: Male | portrayed: Ian O'Donnell | status: Deceased | died: 2017,"Gallery

Category:Humans
Category:Male characters
Category:Jurassic World: Aftermath Characters
Category:Deceased characters
Category:Characters
Category:Unseen Characters","Juan was the pilot of the plane at the start of Jurassic World: Aftermath, alongside his co-pilot Carlos on their mission to Isla Nublar alongside their passengers, Amelia Everett and Sam. History When the plane was attacked by Pteranodons, it crashed somewhere in the abandoned Jurassic World park. Juan survived the crash and called out to Carlos, who did not respond at all and also called to Sam. He seemed to be stuck under something, but was later devoured by the Tyrannosaurus rex, Rexy. Characteristics Juan was a serious and devoted pilot, who did not tolerate distractions. He was also a caring individual. Gallery Category:Humans Category:Male characters Category:Jurassic World: Aftermath Characters Category:Deceased characters Category:Characters Category:Unseen Characters"
94882c80ce15,Alura,DC Extended Universe,species: Kryptonian | status: Deceased | gender: Female,"Relationships
Family
Zor-El † - Husband
Kara Zor-El - Daughter

References

External Links

es:Alura

Category:Kryptonians
Category:Scientists
Category:Deceased Characters
Category:Comic Characters
Category:Females","Alura was a scientist on Krypton and a member of the Kryptonian Thinker Guild. Biography Alura lived as a scientist on Krypton, having a daughter, Kara, with her husband Zor-El. They raised Kara to become a successful pilot, and she took part in Krypton's colonization of other planets, graduating top of her class. Alura and Zor-El congratulated her for bringing prestige to their family and wished her luck on her mission. She and her husband later watched as the ships bound for outer space left Kandor for the unknown. Relationships Family Zor-El † - Husband Kara Zor-El - Daughter References External Links es:Alura Category:Kryptonians Category:Scientists Category:Deceased Characters Category:Comic Characters Category:Females"
