char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
0d899a8660c4,Zucker,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Jesse Mackey,,"Zucker is a minor character on the FX original series Sons of Anarchy. Played by American actor Jesse Mackey, Zucker appears only on the episode in the series' third season. Biography Background Season 3 Appearances Category:Characters Category:One-shot characters Category:Season 3 Characters Category:Alive"
826c5813001e,FBI Agent,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Jim Dowd,,"FBI Agent is an agent working for the Federal Bureau of Investigation on the FX original series Sons of Anarchy. Played by American actor Jim Dowd, FBI Agent appears only on the episode in the series' second season. Biography Background Season 2 Appearances Category:Characters Category:Law Enforcement Category:One-shot characters Category:Season 2 Characters Category:Alive"
d02f125c647c,Jim,Sons of Anarchy,appearances: 2 episodes (see below) | portrayed by: Jim Veneziano,,"Jim is a minor character on the FX original series Sons of Anarchy. Played by American actor Jim Veneziano, Jim makes his debut on the episode in the series' second season. He appears once more, on the episode , in the series' third season. Biography Background Season 2 Season 3 Appearances Category:Characters Category:One-shot characters Category:Season 2 Characters Category:Season 3 Characters Category:Alive"
8c2c1f1ffe17,Trout,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Joey Sagal,,"Dr. Trout is a doctor working at St. Thomas Hospital on the FX original series Sons of Anarchy. Played by American actor Joey Sagal, Trout appears only on the episode in the series' sixth season. Biography Background Season 6 Appearances Category:Characters Category:One-shot characters Category:Season 6 Characters Category:Townspeople Category:Alive Category:St. Thomas Hospital staff"
238320a45a5c,Dino,Sons of Anarchy,appearances: 2 episodes (see below) | portrayed by: John Lewis,,"Dino is a minor character on the FX original series Sons of Anarchy. Played by American actor John Lewis, Dino makes his debut on the episode in the series' sixth season. He appears once more, in the Season 6 episode . Biography Background Season 6 Appearances Category:Characters Category:Recurring characters Category:Season 6 Characters Category:Alive"
68eb5bfc40cb,Carreira,Sons of Anarchy,appearances: 7 episodes (see below) | portrayed by: Josh Nasar,,"Deputy Sheriff Carreira is a sheriff working for the San Joaquin County Sheriff Department on the FX original series Sons of Anarchy. Played by American actor Josh Nasar, Carreira makes his debut on the episode in the series' sixth season. Playing a recurring role through the series' sixth and seventh seasons, he was last seen in the series' finale episode, , in the series' seventh, and final, season. Biography Background Season 6 Season 7 Appearances Category:Characters Category:Recurring characters Category:Season 6 Characters Category:Season 7 Characters Category:Alive Category:Law Enforcement"
d8a1c4e7e68e,Niner 2,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Julius Denem,,"Niner #2 is a member of the One-Niners street gang on the FX original series Sons of Anarchy. Played by American actor Julius Denem, Niner #2 appears only on the episode in the series' seventh, and final, season. Biography Season 7 Appearances Category:Characters Category:One-shot characters Category:One-Niners Category:Season 7 Characters Category:Unknown"
9a3787fe9a7f,Pierced Girl,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Kami Jones,,"Pierced Girl is an unnamed girl with a lot of piercings on the FX original series Sons of Anarchy. Played by American actress Kami Jones, Pierced Girl appears only on the episode in the series' second season. Biography Background Season 2 Appearances Category:Characters Category:One-shot characters Category:Season 2 Characters Category:Alive"
de2a76e2f28a,Flight Attendant,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Kimberly Estrada,,"Flight Attendant is an unnamed flight attendant on the FX original series Sons of Anarchy. Played by American actress Kimberly Estrada, she appears only on the episode in the series' second season. Biography Background Season 2 Appearances Category:Characters Category:One-shot characters Category:Season 2 Characters Category:Alive"
e7ff6eafb9d2,Grim Bastard,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Kiyano La'vin,,"Grim Bastard is a member of the Grim Bastards Motorcycle Club on the FX original series Sons of Anarchy. Played by American actor Kiyano La'vin, Grim Bastard appears only on the episode in the series' third season. Biography Background Grim Bastard is an unnamed member of the Grim Bastards Motorcycle Club. Season 3 Appearances Category:Characters Category:Grim Bastards Category:One-shot characters Category:Season 3 Characters Category:Unknown"
017a85053278,Kyle's Girlfriend,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Lisa Benedict,,"Kyle's Girlfriend refers to the girlfriend of Kyle Hobart on the FX original series Sons of Anarchy. Played by American actress Lisa Benedict, Kyle's Girlfriend appears only on the episode in the series' first season. Biography Background Season 1 She attends the Taste of Charming annual fundraiser with Kyle Hobart. Appearances Category:Characters Category:Townspeople Category:One-shot characters Category:Season 1 Characters Category:Alive"
fe415460b4b6,Arty Brand,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Malosi Leonard,,"Arty Brand is a minor character on the FX original series Sons of Anarchy. Played by American actor Malosi Leonard, Arty appears only on the episode in the series' third season. Biography Background Season 3 Appearances Category:Characters Category:One-shot characters Category:Season 3 Characters Category:Alive"
e9f4d773141a,Nomad,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Mancow Muller,,"Nomad is a member of the Nomads on the FX original series Sons of Anarchy. Played by American actor Mancow Muller, Nomad appears only on the episode in the series' second season. Biography Background Season 2 Appearances Category:Characters Category:One-shot characters Category:Season 2 Characters Category:Alive"
2869a32438f0,DOJ Admin,Sons of Anarchy,appearances: 2 episodes (see below) | portrayed by: Margot Demeter,,"DOJ Admin is an administrator for the Department of Justice on the FX original series Sons of Anarchy. Played by American actress Margot Demeter, DOJ makes her debut on the episode in the series' first season. She appears once more, in the series' subsequent episode, , in the same season. Biography Background Season 1 Appearances Category:Characters Category:Law Enforcement Category:Recurring characters Category:Season 1 Characters Category:Alive"
c468c908529c,Wahewa Hottie,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Marisa Quintanilla,,"Wahewa Hottie is a member of the Wahewa tribe on the FX original series Sons of Anarchy. Played by American actress Marisa Quintanilla, she appears only on the episode in the series' fourth season. Biography Background Season 4 Appearances Category:Characters Category:Wahewa tribe Category:One-shot characters Category:Season 4 Characters Category:Alive"
e69097adce4c,Devin Price,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Marshall Allman,,"Devin Price is the 21-year-old stepson of insurance salesman Allen Biacone on the FX original series Sons of Anarchy. Played by American actor Marshall Allman, Devin appears only on the episode in the series' fifth season. Biography Background Season 5 Appearances Category:Characters Category:Townspeople Category:One-shot characters Category:Season 5 Characters Category:Alive"
03aa1d9af3b4,Anthony Franklin,Sons of Anarchy,appearances: 1 episodes (see below) | portrayed by: Michael O'Neill,,"Anthony Franklin is a judge on the FX original series Sons of Anarchy. Played by American actor Michael O'Neill, Anthony appears only on the episode in the series' second season. Biography Background Season 2 Appearances Category:Characters Category:Law Enforcement Category:One-shot characters Category:Season 2 Characters Category:Alive"
7818064bf8db,Meek Men Actor,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Michael Patrick Larson,,"Meek Men Actor is an an actor in a porn parody of the movie ""Mad Men"" on the FX original series Sons of Anarchy. Played by American actor Michael Patrick Larson, he appears only on the episode in the series' second season. Biography Background Season 2 Cara Cara is filming ""Meek Men"", a porn parody of the movie ""Mad Men"". This is an actor in the film. Appearances Category:Characters Category:Townspeople Category:One-shot characters Category:Season 2 Characters Category:Alive"
bb64ab1b80c8,CSU Cop,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Michael Patrick McGill,,"CSU Cop is a CSU cop from Lodi, California, on the FX original series Sons of Anarchy. Played by American actor Michael Patrick McGill, he appears only on the episode in the series' second season. Biography Background Season 2 Appearances Category:Characters Category:Law Enforcement Category:One-shot characters Category:Season 2 Characters Category:Alive"
e9d229e06ba6,Biker,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Mike Cochrane,,"Biker is an unnamed biker on the FX original series Sons of Anarchy. Played by American actor Mike Cochrane, he appears only on the episode in the series' first season. Biography Background Season 1 Appearances Category:Characters Category:One-shot characters Category:Season 1 Characters Category:Unknown"
819076d341cc,Orphanage guard,Sons of Anarchy,appearances: 1 episode (see below) | portrayed by: Mike Pfaff,,"Orphanage guard is a guard at an orphanage on the FX original series Sons of Anarchy. Played by American actor Mike Pfaff, he appears only on the episode in the series' third season. Biography Background Season 3 Appearances Category:Characters Category:Townspeople Category:One-shot characters Category:Season 3 Characters Category:Alive"
