char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
297bc07477f7,Ronnie,Lost,Actor: Brad Goodwin,"He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and The Purge.","Ronnie was a DHARMA Initiative recruit. In 1977, he arrived with other new recruits by sub on the Island. His nametag said he had been assigned as gardener. He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and The Purge. Trivia In Sky1 special ""Lost: Season 5 Revealed"", Iain Lee, the presenter of ""The Lost Initiative"" podcast, has visited the filming site of . During his visit, he asked director Jack Bender to give him a background role. After Bender's approval, he decided to wear Jerome's jumpsuit for his scene. However, he later changed to Ronnie's jumpsuit as he couldn't feel the name Jerome in him, but could feel the name Ronnie instead. He eventually played a minor part as Ronnie, but then realized there was no camera filming his scene at all. de:Ronnie es:Ronnie pt:Ronnie ar:روني Category:DHARMA Initiative Staff Category:Characters Category:Season 5 characters Category:Episodic charac"
5e79974ec90a,Prison Tough,Lost,Actor: Hunter Quinn,,Prison Tough is one of Sawyer's fellow inmates in . ru:Заключённый (Каждый сам за себя) Category:Characters Category:Season 3 characters Category:Flashback Characters Category:Sawyer's flashback characters Category:Unnamed characters Category:Criminals Category:Episodic characters
4c0121be0fa9,Oldham,Lost,Actor: William Sanderson,"He was probably killed along with other members of the DHARMA Initiative in the Purge, possibly defected to The Others prior to The Purge, or he may have left the island by some other means. The pharmaceutical company in Russia is named ""Oldham Pharmaceuticals.""
 John Oldham was an English poet from the 17th century who died at the age of thirty from smallpox.","Oldham was a chemist and DHARMA Initiative member who performed interrogations. On the Island 1977 Horace Goodspeed brought Sayid to Oldham's tent outside the Barracks in order to determine Sayid's true identity. Oldham gave an unidentified drug to Sayid, which would apparently act as a truth serum of some sort. When Sayid started babbling about being from the future, Oldham concluded that he had dosed Sayid too heavily and did not believe Sayid's story. Oldham would appear to be the only DHARMA member who lived outside of the central Barracks complex. Sawyer described him as a ""psychopath."" Oldham appeared to enjoy music. It seems highly likely that Oldham's job was to extract information from Hostiles captured by the DHARMA Initiative in their ongoing conflict. He was probably killed along with other members of the DHARMA Initiative in the Purge, possibly defected to The Others prior to The Purge, or he may have left the island by some other means. Trivia Oldham is a town "
3f22cb7c8f95,Omer Jarrah,Lost,Actor: Cas Anvar,"Their father initially thought Omer killed it and appreciated him, but when he knew it wasn't him, he critically remarked that at least one of them was going to be a man and proudly congratulated Sayid.","Omer Jarrah was Sayid's older brother. Childhood One day in his childhood, his father approached him and requested that he kill a chicken on his own as a way to prove his maturity. Omer hesitated and held the cleaver for a while unwilling to proceed. Sayid then approached him and wrung the chicken's neck in front of him. Their father initially thought Omer killed it and appreciated him, but when he knew it wasn't him, he critically remarked that at least one of them was going to be a man and proudly congratulated Sayid. Flash sideways Omer lived in the United States and was married to . The couple had two children, Sam and Eva. Omer was a businessman who owned at least two dry cleaning stores, but to finance his latest store he borrowed money from a . In September 2004, he asked Sayid to intimidate his creditors into leaving him alone, because he knew that as an interrogator for the Republican guard, Sayid had certain skills. Later he was beaten severely by the men he owed money, "
c9b498374a82,Bartender (He's Our You),Lost,Actor: Joe Toro,,"A bartender served Sayid MacCutcheon whisky at the bar of a hotel, after he had refused to join Jack, Ben and Sun in their visit to Eloise Hawking. At the bar Sayid was approached by Ilana. fr:Barman (5x10) ru:Бармен (Это наш ты) Category:Sayid's flashback characters Category:Flashback Characters Category:Season 5 characters Category:Hoteliers, bartenders and waiters Category:Unnamed characters Category:Episodic characters"
b65d5c80e106,Floyd,Lost,Actor: Michael Hardy,"He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and The Purge.","Floyd is a character, played by Michael Hardy, credited for . In the episode commentary for , he is identified as the cafeteria worker with the afro haircut. It is implied that he is a member of Geronimo Jackson. Although he was credited, he had no speaking lines in the final version of the episode - though the DVD commentary implied that scenes between Floyd and Hurley had been written, but not used. He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and The Purge. de:Floyd es:Floyd fr:Floyd ru:Флойд Category:Characters Category:Season 5 characters Category:DHARMA Initiative Staff Category:Episodic characters Category:Food services Category:Unknown Status Characters"
af6acf4c4c2e,Clive,Lost,Actor: Daniel O'Brien,"He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and the Purge. On the Island
1977 
Clive was present at ""the vote"" to determine if Sayid should be executed.","Clive was a DHARMA Initiative member in the late 1970s. He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and the Purge. On the Island 1977 Clive was present at ""the vote"" to determine if Sayid should be executed. He pulled out fire hoses to put out a fire with Juliet when a flaming DHARMA van crashed into a house at the Barracks, and was later seen listening to Horace's speech. de:Clive es:Clive ar:كلايف Category:DHARMA Initiative Staff Category:Season 5 characters Category:Unknown Status Characters"
e3a724ade36d,Baxter,Lost,Actor: Jim Templar,"He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and The Purge.","Baxter is a DHARMA Initiative member. Horace asked him to get a full report on cleanup after the burning DHARMA van crashed into a house, and Baxter confirmed. He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and The Purge. de:Baxter es:Baxter ar:باكستر Category:DHARMA Initiative Staff Category:Season 5 characters Category:Episodic characters Category:Unknown Status Characters"
20ba9031fdc7,Sweet young woman,Lost,Actor: Susan King,,"A sweet young woman found a wandering Aaron in a supermarket when he strayed away from his mother. Kate saw the woman and Aaron holding hands and ran after her. She said she found him alone and was about to make an announcement stating that a little boy has been found. The woman looked a lot like Claire with long curly blonde hair. ar:الشابة اللطيفة pl:Kobieta (Whatever Happened, Happened) ru:Молодая женщина (Обратной дороги нет) fr:Jeune femme (5x11) Category:Kate's flashback characters Category:Flashback Characters Category:Season 5 characters Category:Unnamed characters Category:Episodic characters"
2e8fdae3641c,Debra,Lost,Actor: Candace Scholz,"She may have been killed along with other members of the DHARMA Initiative in the Purge, or she may have been evacuated off the island sometime between 1977 and The Purge.","Debra was a DHARMA Initiative nurse who assisted Juliet while operating and caring for a young Ben who was shot by Sayid. She worked with Juliet in the Infirmary and later informed Juliet that Kate was there to donate blood for Ben because she was a universal donor. She may have been killed along with other members of the DHARMA Initiative in the Purge, or she may have been evacuated off the island sometime between 1977 and The Purge. Trivia In the casting call Debra was described as ""late 20s to 30s. Any ethnicity. Intelligent field nurse. Can quickly respond to new emergencies. Strong, does not shrink from overwhelming situations."" de:Debra es:Debra fr:Debra pl:Debra pt:Debra ru:Дебра ar:ديبرا Category:DHARMA Initiative Staff Category:Medical Personnel Category:Season 5 characters Category:Episodic characters Category:Unknown Status Characters"
