char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
43fe8c27fcc1,Hell's Torturers,Supernatural,"status: Extant, in Hell | actor: Various","When John Winchester made a deal for Dean's life and died, he went to Hell and there was tortured by Alastair, the Grand Torturer at the time. Known Hell's Torturers
Lucifer 
Alastair 
Lilith 
Asmodeus 
Crowley 
Viggo 
Meg 
Belphegor 
Christian Campbell Demon 
Sam Winchester imposter 
Dean Winchester 

Appearances
Season 4
I Know What You Did Last Summer
Heaven and Hell
Death Takes A Holiday
On The Head Of A Pin
When the Levee Breaks 
Lucifer Rising 
Season 6
Family Matters 
Caged Heat 
The Man Who Would Be King 
Season 8
Torn and Frayed 
Taxi Driver
Season 12
Stuck in the Middle (With You) 
Season 13
The Rising Son
Patience 
War of the Worlds
The Scorpion and The Frog 
The Bad Place 
Various & Sundry Villains 
Devil's Bargain
Good Intentions 
The Thing
Bring 'em Back Alive
Unfinished Busi","Hell's Torturers is a position in Hell designated to a demon specialized in torture, and their leader is called The Grand Torturer. When John Winchester made a deal for Dean's life and died, he went to Hell and there was tortured by Alastair, the Grand Torturer at the time. He offered to reduce John's suffering if he tortured others damned souls, this didn't work for a century. When the same was done to John's son Dean, he refused it for 30 years before he finally couldn't take the suffering anymore and accepted, unknowingly opening the first seal. History TBA. Common Abilities thumb|250px|Alastair's temporary vessel. Torturing - Alastair was an expert in how to torture humans and demons alike. His skills at torture was such that even other demons feared him, nicknaming him ""Picasso with a razor"" and ""The grand inquisitor"". Because of his prowess, Alastair was often issued special assignments in torture, including breaking John and Dean's souls in Hell and interrogating Anna. Resista"
4ecf72bd082b,Dreamwalkers,Supernatural,status: Extant | actor: Various,,"Dreamwalkers are humans that are capable of walking through different worlds with their minds. Powers and Abilities Dream Walking – While dreaming, dreamwalkers possess the ability to see alternate realities with their minds. Known Dreamwalkers Kaia Nieves Derek Swan Dark Kaia Unnamed Dreamwalkers Appearances Season 13 The Bad Place Wayward Sisters Season 14 The Scar Nightmare Logic Byzantium The Spear Season 15 Galaxy Brain Supernatural: Wayward Sisters Trivia thumb|250px|Dreamwalkers in lore The idea of Dreamwalkers predates the concept of the alternate reality featured in the Season 12 episode All Along the Watchtower. According to Andrew Dabb, he and the crew had conceived the idea of Dreamwalkers first, which makes Dreamcatchers very important to the lore of the story. According to Sam, the lore on Dreamwalkers is inconsistent. Category:Species Category:Dreamwalkers Category:Season 13 characters Category:Articles without quotes Category:Season 14 characters Category:S"
38efa9997755,Cloaked Figures,Supernatural,status: Extant | actor: Various,The monster was later killed by Claire and Jody Mills. Claire also killed them by stabbing their throat with a presumably ordinary knife. Fire - They can be effectively killed by concentrated fire from a flamethrower.,"These unnamed cloaked figures are creatures that inhabit The Bad Place. Physical Appearance thumb|250px The cloaked figures look like humanoid monsters with glowing red eyes, clad in long black, ragged cloaks. They also cover their mouth with a crude mask that, when opened, exposes their predator-like face, covered in slime. When wounded, they expel thick blue blood. History These monsters are native to The Bad Place and known for living in packs. When Kaia Nieves and Jack inadvertently opened the portal to The Bad Place when trying to access Apocalypse World and leaving the portal opened for many days later, some were able to escape the The Bad Place and some ended up in Sioux Falls, South Dakota. Season 13 One of the creatures was somehow able to track Kaia Nieves to a hospital where Alex Jones was working. When Kaia tried to escape the hospital after encountering Claire Novak, the monster ambushed her. The monster was later killed by Claire and Jody Mills. After enlisting help f"
9a8121b112b1,Creatures,Supernatural,status: Extant | actor: Various,,"Creatures are non-human beings characterized as monstrous or similar to monsters, possessing unknown origins and not descending from Eve. They come from various realms, each with distinct powers and appearances. Creatures Creatures from Hell These are beings that reside in Hell who are not demons. Shedim Whore of Babylon Creatures from other Realities These are creatures unique to other realities. Cloaked Figures Giant Akrida Creatures from other Realms These are creatures that have not been seen on Earth. Fairies Banshee Fairies Boggarts Brownies Changelings Elves Fairy Devil Fairy King Flying Monkeys Gnomes Goblins Good Fairies Good Witches Leprechauns Redcaps Selkies Sprites Spriggans Tin Man Tinks Tooth Fairies Trolls Wicked Witches Wood Nymphs Unnamed Creatures Edward Trenton's Species Gog and Magog's Species Shapeshifting Creatures These are creatures that have the ability to shapeshift to some degree. Crocotta Familiar Qareen Spiritual Creatures These are "
1bc568782467,Sam Winchester (The End),Supernatural,status: Erased | actor: Jared Padalecki,"When the two Deans meet, the future Dean lies that Sam died in a heavyweight showdown in Detroit, admitting that he hadn't talked to Sam in five years.","Sam Winchester (born May 2, 1983) is the vessel of the archangel Lucifer in a post-apocalyptic world. He is an alternate timeline version of Sam Winchester. History After an encounter with the Horseman War, Dean decides that he can't trust Sam anymore and the two go their separate ways. After encountering Lucifer in his dreams and learning that he is the true vessel of Lucifer, Sam attempts to reconcile with Dean who refuses. Dean and Sam never reconcile and Sam eventually says ""yes"" to Lucifer in Detroit, becoming his vessel. With Sam as Lucifer's vessel, the Apocalypse went into full force with the angels abandoning humanity and the Croatoan Virus being let loose on Earth. In 2014, the Dean from 2009 is brought to the post-apocalyptic future by Zachariah. When the two Deans meet, the future Dean lies that Sam died in a heavyweight showdown in Detroit, admitting that he hadn't talked to Sam in five years. Later, before going after Lucifer with the Colt, the future Dean admits to "
ec625f218736,Special Demons,Supernatural,actor: Various | status: Extant,"Though Isaac was killed, Envy, Wrath, Lust and Sloth were exorcised by Bobby and Tamara while Pride, Greed and Gluttony were killed by Ruby. The Disaster Demon is the first demon knowingly encountered by the Winchesters and exorcised by them while three of the Seven Deadly Sins are the first demons killed on-screen with the demon-killing knife.","Special Demons are rare and unique types of demons encountered throughout the show. They vary in power, abilities, weaknesses, and appearance. Types of Special Demons Samhain thumb|209x209px|leftSamhain is a powerful and ancient demon that was mistaken as a deity by the ancient Celts. He is known as the Demon of Halloween and his release is a seal on Lucifer's Cage. While in the realm of the living, Samhain brings about hordes of ghosts, zombies and other creatures. He was exorcised back to Hell by Sam Winchester using his special child abilities. Along with necromancy, Samhain was shown to also use Photokinesis, an uncommon and powerful ability seen by only two other demons. What distinguishes Samhain from other demons is the fact that he is neither a black-eyed, red-eyed, white-eyed, or yellow-eyed demon. Samhain is more of a multicolor-eyed demon whose eye color is mostly blue and gray. Disaster Demon thumb|206x206pxA type of black-eyed demon that causes human carnage by disasters"
4585a9e71394,Demigods,Supernatural,status: Extant | actor: Various,"Season 5
In Hammer of the Gods, in order to try to confort the rest of a group of pagan gods the norse god Odin mentions that ""The Great Serpent"" child of Loki, Jörmungandr will rise up and he will then be killed by his grandson, the demigod Fenrir, during Ragnarok, although he appeared to be in peace with what he believed was his destiny. The curse was lifted by the death of Zeus. He is subsequently killed by Jack Kline.","Demigods are the children of gods with a being of another species. An entire race such as the gorgons can be demigods as well. History Season 2 In Tall Tales, when telling the Winchesters about Tricksters, Bobby Singer states that they are more demigods than monsters. Season 5 In Hammer of the Gods, in order to try to confort the rest of a group of pagan gods the norse god Odin mentions that ""The Great Serpent"" child of Loki, Jörmungandr will rise up and he will then be killed by his grandson, the demigod Fenrir, during Ragnarok, although he appeared to be in peace with what he believed was his destiny. Season 8 In Remember the Titans, Sam and Dean encounter a demigod named Oliver, who is the son of of the proto-god Prometheus. He had the same curse as his father, which was to die every day only to be brought back, a curse put on Prometheus by Zeus. The curse was lifted by the death of Zeus. Season 9 In Sharp Teeth, a cult of werewolves known as the The Maw of Fenris worshiped the "
36de8060621d,Castiel (Lebanon),Supernatural,actor: Misha Collins | status: Erased from existence,Immortality - He could not die unless he was killed.,"Castiel was an Angel of the Lord from a split timeline in 2003. History thumb|left|Castiel and Zachariah appear on Earth. This Castiel was created by a timeline where John Winchester was brought to the future. He appeared on Earth with Alternate Zachariah, who was angry about the fact that somebody's been messing with time. They enter a restaurant and interrogate the locals and Zachariah threatens them for the truth. He has Castiel introduce himself and the latter displays his angel wings to empathize his threat. This scared the locals and caught the attention of Sam and Dean who rushed to the area and were shocked to see this Castiel. However, this Castiel has no recollection of the Winchesters and attacks them on Zachariah's orders once he realized they were responsible for time's disruption. While Sam fights Zachariah, Castiel fights Dean who tries to fend him off but is overpower and Castiel beats him to a bloody pulp. Castiel tries to kill Dean by strangling him however, after"
6074b18b3691,Transformed Angels,Supernatural,status: Extant | actor: John GillichGrace ChinC. Douglas QuanKareem MalcolmCarolyn Tinglin,,"The Transformed Angels are a group of 15 formerly-human churchgoers who were converted into angels by the Nephilim Jack Kline. History During Jack in the Box, they were religious fanatics who attended a church session before their pastor walked out and Jack appeared to them. Jack told them that he could take them to a higher status. The goers were skeptical until Jack revealed his status as a Nephilim by showing his angel wings, to their amazement. Speechless by the divine spectacle, they decided to follow him and ignored their pastor when he returned and showed no concern when he was injured by Jack. Later on, the churchgoers were brought to Heaven where Jack proceeded to forge their souls into that of angels at the instruction of Duma. Jack put his fingers on their heads and their eyes would light up blue, showing that they were now angels. The fanatics were happy to be brought to a higher stage of being, before Castiel barged in to see this. Jack happily informed him of his act, a"
771ee178751e,Michael (The End),Supernatural,status: Erased | actor: None,,"Michael was an Archangel that existed in an Alternate Timeline where Dean refused to say Yes, and consequently, the angels left, leaving the Earth at the mercy of the Devil. History Early History When God created humans, he asked all angels to bow down to them and to love humans more than their father. All angels complied except for Lucifer. Due to Lucifer's rebellion, God had Michael cast Lucifer into Hell, where he was imprisoned for thousands of years. The Apocalypse During the events leading up to the apocalypse, forces from both Heaven and Hell worked to secure Michael and Lucifer their true vessels, Sam and Dean Winchester. While both Sam and Dean were initially reluctant, Sam, for unknown reasons said Yes to Lucifer, but Dean continued to refuse. Due to Dean's refusal the angels eventually gave up and left Earth. Dean later regretted his decision and attempted to say yes to Michael, but at that point, it was too late and Lucifer claimed the Earth for himself, driving mankind t"
