char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
18c41bb446e1,Stage Manager,Boardwalk Empire,Actor: Ken Forman,,"The Stage Manager at the Cafe Beaux-Arts nightclub is played by co-star Ken Forman in the episode ""The Ivory Tower"". He is directing the rehearsal of a burlesque adaptation of the odyssey featuring Gillian Darmody. He gets irritated when the band do not make crashing wave sounds on cue and calls for a break."
f5b7d036de1c,Capone's Whore,Boardwalk Empire,Actor: Allison Guinn,,"Capone's Whore is a prostitute at the Four Deuces in Chicago. She is played by co-star Allison Guinn in the episode ""The Ivory Tower"". She takes a phonecall from Jimmy Darmody for Al Capone. She fetches Capone and listens in as Jimmy asks for a loan. Capone pretends the line is bad and they laugh together. Category:Season 1 Category:Chicago Category:Prostitutes"
408e8a1e8fc5,Ku Klux Klan Recruiter,Boardwalk Empire,Actor: Michael Warner,,"The Ku Klux Klan Recruiter is a supporting character in ""The Ivory Tower"". He is played by co-star Michael Warner. He is giving out leaflets on the boardwalk advertising the Ku Klux Klan as Jimmy Darmody is shopping. Category:Season 1 Category:Atlantic City Category:KKK members"
5d2a79c7b5d2,Harlan,Boardwalk Empire,"Actor: Julian Rozzell Jr. | Seasons: 1, 2","(""Under God's Power She Flourishes"")

Relationships
Nucky Thompson - Client (deceased)
Hotel Manager - Employer, season 2 onwards

Memorable Quotes

Appearances

Category:Season 1
Category:Season 2
Category:Recurring characters
Category:Atlantic City
Category:Hotel employees
Category:Domestic servants
Category:Black people","Harlan is an employee of the Ritz Carlton Hotel in Atlantic City, New Jersey. He is played by co-star Julian Rozzell Jr.. Biography Background Harlan is married with four children. He is a Christian and attends the Shiloh Baptist Church every week. He works at the Ritz Carlton Hotel. Season 1 Harlan gives Nucky Thompson a shoe shine and they talk briefly. (""Broadway Limited"") Season 2 In his office at the Ritz Carlton Hotel Nucky turns over an illustrated Young People’s Bible History in his hands as Harlan shines his shoes. Nucky completes the pre-printed inscription page and puts the bible aside. Harlan asks if the book features the story of Daniel in the Lion’s Den, which is a favourite of Harlan’s sons. Nucky tells Harlan that the book is a present for his nephew. Nucky asks if Harlan goes to church and learns that he is a regular at the Shiloh Baptist Church on Arctic. Nucky pays Harlan and Harlan wishes him a blessed week. (""The Age of Reason"") Nucky retires from his position "
34f24e42906e,Dale,Boardwalk Empire,Actor: Bob Sorenson,,"Dale is a reporter in Chicago. He is played by co-star Bob Sorenson in ""The Ivory Tower"". He attends the funeral of Chicago mafia boss Big Jim Colosimo and questions Colosimo's underboss Johnny Torrio. Dale (correctly) believes that Torrio ordered Colosimo's murder. Category:Season 1 Category:Chicago Category:Journalists"
b705a3684249,George Baxter,Boardwalk Empire,"Actor: Allen Lewis Rickman | Seasons: 1, 3, 4","(""A Return to Normalcy"")

Relationships
Claudia: Girlfriend
Annabelle: Girlfriend
Nucky Thompson: Business associate (deceased)

Memorable Quotes
""Ol' Baxie knows 'em all, baby!""

""I'm takin' you back to Bal-T-More!""

""I got headlamps, haven't I?""

""I'll knife ya and spoon ya, and fork ya, too!""

Appearances

Category:Recurring Characters
Category:Season 1
Category:Atlantic City
Category:Salespersons
Category:Season 3","George Baxter is a travelling cutlery salesman who supplies restaurants in Atlantic City. Baxter is played by co-star Allen Lewis Rickman. Biography Background Baxter is a travelling cutlery salesman. He supplies restaurants in Atlantic City among other places. He meets a girl named Claudia in Baltimore and takes her to Atlantic City for a weekend to impress her. They stay at the Ritz Carlton Hotel. At some point he has changed careers and is now in the radio business, and returns to Atlantic City attempting to involve Nucky in a promotional scheme. Season 1 Baxter stops Atlantic County Treasurer Nucky Thompson in the hotel lobby and introduces Claudia. Nucky is eager to leave but wishes them well and suggests they take in the attractions. Claudia tells Baxter she wants to go roller-skating. After Nucky leaves she is suitably impressed with Baxter's connections. Baxter and Claudia encounter Nucky again while they are getting a push chair ride along the boardwalk. Claudia goes to bu"
ecc0fdaedcac,Ed Brennan,Boardwalk Empire,"Actor: Michael Cumpsty | Seasons: 2, 3","Relationships
Nucky Thompson: Parishioner (deceased)
Margaret Schroeder: Parishioner
Teddy Schroeder: Parishioner
Emily Schroeder: Parishioner
Sister Bernice: Colleague

Memorable Quotes

Appearances

Category:Clerics
Category:Irish people
Category:Recurring Characters
Category:Season 2
Category:Season 3","Ed Brennan, played by Michael Cumpsty, is a Catholic priest at St. Finbar's Church in Atlantic City. He teaches Teddy Schroeder in parochial school and gives spiritual guidance to Margaret Schroeder. Biography Background Brennan is a longstanding acquaintance of Atlantic County Treasurer Nucky Thompson. Season 2 Margaret Schroeder and her son Teddy sit in front of Father Brennan, as Nucky Thompson looks on. Brennan questions Teddy about sin and confession. Nucky intercedes to answer a question when Teddy gives the wrong answer and encourages Teddy when he gets an answer correct. Nucky is impatient when the priest brings up hell. He asks Brennan to wrap up the discussion, using the priest's first name. Margaret reminds Nucky that the meeting is Teddy’s final chance to prepare for first confession. Nucky wagers that the three of them can save Teddy’s soul and tells Margaret he will wait in the car. Brennan informs Teddy that at age 7, which Brennan calls the age of reason, he can expec"
1be3d016bdba,Photographer,Boardwalk Empire,Actor: Brad Aldous,,"The Photographer, played by Brad Aldous, was a supporting character in ""The Age of Reason"". He takes a picture of Teddy Schroeder to commemorate his first communion. Category:Season 2 Category:Graphic artists"
c2896180feb4,Nurse (The Age of Reason),Boardwalk Empire,Actor: McKenna Kerrigan,,"A Nurse, played by McKenna Kerrigan, is a supporting character in ""The Age of Reason"". She is caring for burn victim Agent Clarkson. Category:Season 2 Category:Atlantic City Category:Health workers"
4f3242600f81,Ketchum,Boardwalk Empire,Actor: Edward James Hyland,,"Judge Ketchum, played by Edward James Hyland, presides over a hearing regarding Nucky Thompson's election rigging charges in ""The Age of Reason"". Biography Season 2 Deputy US Attorney Thorogood addresses Judge Ketchum at a hearing regarding Nucky's election rigging charges. Thorogood proposes a motion to transfer the charges to federal court because of Nucky Thompson’s involvement in trafficking prostitutes across state lines. Solomon Bishop, the State’s Attorney who originally filed the election rigging charges, sits at the other table. Ketchum interrupts Thorogood, distracted by the lawyer's green shoes. Thorogood continues with his motion, annoying the judge by over-explaining the trafficking charges without establishing their link to election rigging. Bishop attempts to interject as Ketchum admonishes Thorogood but the judge refuses his request to be heard. Thorogood completes his lengthy proposal and wins over the judge by explaining that the prostitutes services were used to inf"
