char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
2a42f689605b,Hayman,Alien vs Predator,species: Human | gender: Male | actor: Theo Maggs,,Hayman was a Weyland-Yutani Corporation employee and part of the scientific research team stationed at Hadley's Hope on Acheron in 2179. He was subsequently involved in the infestation at the colony. Trivia Hayman is never named in Alien: River of Pain; his name is taken from the audio drama. Appearances Alien: River of Pain/audio drama References Category:Scientists Category:Weyland-Yutani employees Category:Hadley's Hope residents Category:Alien: River of Pain characters
71127c2e3863,Hanks,Alien vs Predator,"status: Active | species: Synthetic, Hyperdyne Systems 121-A/3 | gender: ""Female"" | actor: Tara Pratt",,"Hanks was a Hyperdyne Systems 121-A/3 synthetic. Biography Hanks was created to be an employee of the Weyland-Yutani Corporation and assigned as the Security Officer of the mine at the Bowen's Landing colony. Events at Bowen's Landing Hanks was working at the colony when a group of miners encountered a lone in the mine where they worked. Upon learning of the Xenomorph's existence, she began working against the miners to ensure the creature's survival so that it could be recovered by the company for study. It is unknown if she survived the Xenomorph incident.Alien: Ore (short film) Trivia Hanks actress Tara Pratt originally auditioned for one of the miners, but after seeing her audition tape, directors Kailey and Sam Spear offered her the larger role of Hanks instead. Appearances Alien: Ore Gallery References Category:Synthetics Category:Weyland-Yutani employees Category:Colonists Category:Unknown Fate Category:Alien: Ore characters"
ce677209dc89,Bill Monroe,Alien vs Predator,status: Active | species: Human | gender: Male | actor: Bola Omodara,,"Bill Monroe was a colonist living at Bowen's Landing. Biography Bill Monroe was a Weyland-Yutani Corporation employee assigned as the supervisor in charge of the Bowen's Landing Mine. Events at Bowen's Landing Monroe was working at the colony when a group of miners encountered a lone in the mine where they worked. Upon learning of the Xenomorph's existence, Monroe was locked out of the facility control room by his synthetic colleague, Hanks, who was trying to preserve the creature so that it could be recovered by the company for study. It is unknown if he survived the Xenomorph incident.Alien: Ore (short film) Appearances Alien: Ore References Category:Humans Category:Weyland-Yutani employees Category:Colonists Category:Unknown Fate Category:Alien: Ore characters"
6b41b89ebce5,Hope (Otranto),Alien vs Predator,status: Active | species: Synthetic | gender: 'Female' | actor: Taylor Lyons,,"Hope was a synthetic crewmember aboard the commercial transport starship Otranto. Biography Hope had been online for over 80 years and was one of the last individuals from her synthetic model line still active. Once top of the line, her advanced age meant she had been successively demoted over her lifespan, finding herself assigned to longer and longer postings on more and more decrepit ships. Adrift in the Otranto When the vessel was evacuated in response to a chemical leak, Hope was left behind, adrift in space and with little chance of rescue. Hope eventually discovered a live Facehugger specimen in storage aboard her ship, and as her mind deteriorated due to the extended period she had been alone, she became determined to assist the creature in fulfilling its biological purpose. When the Otranto was boarded by a salvager, Hope helped the facehugger subdue the salvager and impregnate him. Alien: Alone (short film) Although a Chestburster emerged from her victim and grew into a ,"
30068defbe62,Kevin (San Drad),Alien vs Predator,species: Human | gender: Male | status: K.I.A.,"Predator (1994 arcade game) characters
Category:Colonial Marines
Category:Deceased
Category:Humans
Category:Military personnel
Category:Xenomorph victims","Kevin was a member of the United States Colonial Marine Corps and a friend of Dutch Schaefer, who was stationed in San Drad, California during a infestation. He was ultimately mortally wounded by a Razor Claws Xenomorph. Biography Kevin's unit was stationed in San Drad, California when a Weyland-Yutani bio-weapons project accidentally unleashed a Xenomorph infestation upon the city. His unit was later attacked by the Razor Claws, which wiped them out in minutes, leaving Kevin was the sole survivor, though he was severely injured in the attack. Kevin was still alive by the time Dutch, Linn, and the Hunter and Warrior arrived, which allowed him to warn them of the new Xenomorph variant before he ultimately succumbed to his wounds. The group questioned why they left him alive and eventually avenged him by slaying the Razor Claws after it revealed itself. Trivia Kevin uses a generic sprite shared by other marine corpses. Appearances Alien vs. Predator (1994 arcade game) Categ"
909c6b15b310,Mr. Freeze,Alien vs Predator,species: Human | gender: Male | first: ''Batman versus Predator III: Blood Ties'' | actor: Arnold Schwarzenegger,"There, the predators attacked and killed all of Freeze's henchmen.","Mr. Freeze, formerly known as Dr. Victor Fries, is a scientist who became a supervillain based in Gotham City following a incident that altered his blood chemistry. Biography In 1997, Freeze and his henchmen robbed the Gotham Trust and Securities' main vault. They were able to steal the money and escape from the Gotham's Police Department, Batman, and Robin. Unbeknownst to Freeze and his henchmen, they were followed by a pair of Yautja hunters from a Gotham's hunting party who followed them to his hideout at Eskimo Jack Frozen Foods. There, the predators attacked and killed all of Freeze's henchmen. However, the Predators were unable to see Freeze due to his lower body temperature and was able to make his escape despite Gotham's heat wave. Freeze's DNA was later used by Dr. Catherine Fortune. His DNA was used to create one of the Spliced Xenomorphs' pack of 6 from Arkham Asylum's supervillains.Batman/Aliens II, Book 3 of 3 Trivia Mr. Freeze was played by Arnold Schwarzenegger in B"
fb0fac9ce3b7,Bishop (Epsilon),Alien vs Predator,species: Synthetic | gender: 'Male' | status: Active | actor: Lance Henriksen (likeness),"Though he was revered as a hero by the Company for being the man responsible for their first procurement of a Xenomorph specimen - the Alpha, Cruz himself became distant with his family, his wife and son Danny leaving him after he convinced his wife to drop a lawsuit against the Wey-Yu after their son Lucas had died in an accident aboard Epsilon. Hamilton was killed in the chaos, and the fully-grown Alpha was now hunting them down. Instead, Cruz donned a compression suit to manually separate the raft from the station, but was attacked by the emerging Alpha, and the two are killed after an explosion propels them both into space.","Bishop was a Bishop-model synthetic who would serve as veteran Gabriel Cruz's counsellor aboard Epsilon Station. After the station suddenly plunged into chaos following a botched raid from the Minute Hand Movement, Bishop would assist Cruz in his plight for survival, alongside Defence Agent, Hamilton. Biography Weyland-Yutani Defence Agent Gabriel Cruz and his squad were assigned to investigate the colony vessel Hadley that had been adrift in space species twenty years prior. The crew were met with a infestation, leaving Cruz the sole survivor, who was rescued by his squads' Bishop-model. After Bishop had returned Cruz to Epsilon Station in Stasis, the Company managed to surgically remove the specimen mere moments before its birthing. Though he was revered as a hero by the Company for being the man responsible for their first procurement of a Xenomorph specimen - the Alpha, Cruz himself became distant with his family, his wife and son Danny leaving him after he convinced his wife t"
89b94706bea3,Beta and Alpha,Alien vs Predator,species: Synthetic | gender: 'Male' | status: Active | actor: Keith Silverstein (voice),,"Beta and Alpha were a pair of Integer-series Combat Androids. They were manufactured by Seegson and served aboard the UAS Endeavor. Characteristics and Traits Owing to the expendable nature of Integer-series Synthetics, Beta and Alpha possessed more basic traits to that of typical androids. Beta possessed a cap with the USCM logo on it. He had the moniker 'tinman' sprayed on the front of his armor. He also sported a small smiley sticker, with the phrase 'what me worry?' written around it. On the back of his vest was the term 'artificial person', the latter word being humorously crossed out and replaced with 'badass'. Alpha possessed a black beanie. He had a small icon with a red cross over it, tally marks around the cross. Beside it, the words 'heavy metal marine'. Behind his vest were the words 'marine machine' sprayed on. Gameplay Beta and Alpha serve as the default teammates for the player. If only two players are present in a team, either synth will be the third teammate. Both "
049a86078e00,Sarii,Alien vs Predator,species: Dog | actor: Coco,,"Sarii was the canine companion of the Comanche hunter Naru. Behind the scenes When asked about how the Comanche warriors will fight the Predator in an interview with TimeOut, director Dan Trachtenberg said ""Naru and her dog are at the heart of the movie."" and described their relationship as ""...sort of a riff on Mad Max 2: The Road Warrior,""https://www.timeout.com/news/prey-everything-you-need-to-know-about-the-new-predator-movie-062822 where Max is accompanied by his canine companion named ""Dog"". In an interview with Freshfiction.tv, Dan Trachtenberg talked about the challenges using the dog and that the breed is a Carolina Dog which is accurate for the film’s time period.https://freshfiction.tv/interview-how-prey-went-from-an-innovative-idea-to-a-meaningful-movie/ Sarii is portrayed by a dog named Coco, who was rescued from a shelter specifically to film in Prey.Fulton County Animal Services posted on Facebook on August 11, 2022.Collider: 'Prey's Breakout Star, Coco, Was a Rescue "
25866934ea5d,Williams,Alien vs Predator,species: Human,,Sergeant Williams was a member of the Royal Marines Commandos deployed to LV-187 in 2186 during a outbreak on the planet. Appearances Fallout Category:Fallout characters Category:Humans Category:Military personnel Category:Royal Marines Commandos
