char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
5ce08da5257b,Davos,Marvel Cinematic Universe,species: Human | gender: Male | actor: Sacha DhawanShiv Pai (young) | status: In Custody,"|Davos discusses becoming the Iron Fist
The friends then discussed the Iron Fist and the teachings of Kung and Yü-Ti, as Davos had noted that the Iron Fist must strike without mercy or hesitation, claiming that the Iron Fist not only guarded the pass to K'un-Lun but also killed them against all of their enemies. Lei Kung explained that neither of the fighters would be allowed to leave the room until one was finally victorious, noting that their fight would only end by yield or death. |Davos brings Danny Rand back to K'un-Lun
Davos had carried Rand all the way back to K'un-Lun, as Rand could barely stand following his furious duel against Shou-Lao which had almost killed him.","Davos is a member of the Order of the Crane Mother, the son of Lei Kung and Priya, and a contender for the Iron Fist mantle. Davos had became friends with Danny Rand, but grew jealous of Rand once he received the honor of becoming the Iron Fist. Davos' jealousy turned to anger as Rand had left his post at K'un-Lun to return to New York City, as Davos turned against his best friend as he saw how Rand changed while he was in New York, and his unwillingness to kill the Hand during their conflicts with Bakuto. Seeking the help of Joy Meachum, Davos instead chose to take revenge, by killing Rand for his decision to leave K'un-Lun and for seemingly betraying him. Gaining the corpse of a previous Iron Fist, Davos and Meachum hired Mary Walker to track down and kidnap Rand, using the Crane Sisters to perform a ceremony to transfer the Iron Fist over to Davos. Seeking to use the powers, as he believed it was intended, Davos recruited the aid of the criminal Chen Wu and Ryhno's Gang to murder m"
e5eaac59b3fa,Shocker,Marvel Cinematic Universe,species: Human | gender: Male | actor: Bokeem Woodbine | status: In Custody,,"Herman Schultz is a salvage worker who had become a professional criminal and a member of Adrian Toomes' Crew who had sold Chitauri and Ultron based weaponry created by Tinkerer. Following Toomes' murder of Jackson Brice, who had used a modified gauntlet under the alias of Shocker, Toomes passed the gauntlet down onto Schultz and appointed him as the new Shocker. Schultz continued to help Toomes with fighting against Spider-Man's ongoing attempts to bring an end to all of the black market arms deals, which resulted in Shocker being defeated during a fight and subsequently arrested by the NYPD. Biography Bestman Salvage Battle of New York Clean-up |Schultz cleaning up the Battle of New York In 2012, Herman Schultz was employed to work for the Bestman Salvage by Adrian Toomes. During his career, he helped with the clean-up in the wake of the recent Battle of New York. Schultz attempted to take apart one of the crashed Chitauri Chariots, only for Toomes to recommend that he instead use"
4198e8047f53,Scorpion,Marvel Cinematic Universe,species: Human | gender: Male | status: In Custody | actor: Michael Mando,,"""Mac"" Gargan is a professional criminal and one of Adrian Toomes' potential buyers. Following an encounter with Spider-Man, Gargan was arrested by the FBI and vowed revenge, seeking out new allies to help him kill Spider-Man. Biography Buying Weapons Deal with Aaron Davis Mac Gargan was involved in conflicts with the CIA and NSA during his criminal lifestyle. He piled up an extensive criminal record, which included homicide. During this period, Gargan briefly worked alongside Aaron Davis. However, their partnership ended sometime before 2016, allegedly due to Gargan's dangerous nature, although Davis still kept tabs on him. Eventually, Gargan became affiliated with Vulture and planned to strike a deal with him on the to buy new Chitauri and Ultron-based weapons from some of Vulture's crew in secret. Staten Island Ferry Incident |Gargan makes a deal with Herman Schultz Gargan met Herman Schultz on board the Spirit of America to purchase alien technology from Adrian Toomes' Crew, w"
68892cf193e4,Lopes,Marvel Cinematic Universe,species: Human | gender: Male | actor: Jared Blake DiCroce | status: In Custody,,"Lopes is a henchman working at Harlem's Paradise who took his orders from Diamondback and Shades. Biography Working for Diamondback Attack on Harlem's Paradise When Diamondback, Shades, and several of their henchmen, Lopes decided to come along with them in order to capture several important political figures in order to evade the New York City Police Department's siege. Lopes, along with several of Diamondback's henchmen came into Harlem's Paradise and shot at Misty Knight in hopes of killing her, however Knight was shielded by Luke Cage, who was unaffected by the bullets. Lopes, along with Sugar and Ty were assigned to take the remaining hostages captive and execute them if they resist to be arrested. When Diamondback had went to go find Cage and Knight Diamondback had Lopes, Ty, and the rest of his henchmen to accompanied him. When Diamondback finds that Cage and Knight are gone, he ordered his henchmen to search every inch until they find Cage and Knight. When Lopes and Sugar had"
9700c3bb905e,Teardrop Brother,Marvel Cinematic Universe,species: Human | gender: Male | actor: Jose Guns Alves | status: In Custody,"The mission was successful and Dutton was killed, although the Punisher survived.","Valdez is an inmate within Rikers Island. He and his brother, Miguel Valdez, made a deal with Wilson Fisk in exchange for helping their mother financially while they were inside. They became Fisk's main henchmen within the prison, and helped the assassination of Dutton at the hands of Frank Castle. Biography Rikers Island Protecting Stewart Finney Valdez, alongside his brother, was sent into Rikers Island due to them both committing a crime that was almost too horrible to mention. During their time in Rikers, the brothers became associates with Stewart Finney, another inmate who was also unsure of Dutton's leadership of the prison. The brothers' time in prison had resulted in their mother struggling to pay rent, as they sought a way to assist her financially from the inside. Recruited by Wilson Fisk |Valdez and his brother eating lunch together While they were eating their lunch with Stewart Finney, Valdez and his brother had witnessed Finney get up from their table and go sit down"
f85d4a7518a1,Krista Dumont,Marvel Cinematic Universe,species: Human | gender: Female | actor: Floriana LimaReagan Grella (young) | status: In Custody,"However, once Madani discovered Dumont's manipulation, they engaged in a furious fight which resulted in Dumont being thrown out of her window, paralyzing her, as Russo's death followed while attempting to avenge her. |Dumont talks to Dinah Madani about her past
However, Dumont noted that when Madani last arrested Russo, she nearly killed him as she tore up his face, although Madani noted that Dumont had not been there, questioning if Dumont had tried to have her banned from the investigation. |Dumont telling Billy Russo that he is a criminal
Dumont questioned what Russo would have done if she had told Mahoney the truth about the situation, questioning if he would have killed him.","Doctor Krista Dumont is a psychotherapist who had a strong compassion for military veterans following her father's suicide many years earlier. When Dumont was tasked with overseeing the treatments for Billy Russo following his disfigurement, she found herself developing feelings for Russo, and aided him in his escape. While Russo was hiding out in her home, Dumont fell into a sexual relationship with Russo and began assisting him with his return to strength, even manipulating Dinah Madani in order to gain information on the Punisher, which Russo could use against him. However, once Madani discovered Dumont's manipulation, they engaged in a furious fight which resulted in Dumont being thrown out of her window, paralyzing her, as Russo's death followed while attempting to avenge her. Biography Early Life Protecting the Bird Krista Dumont was the daughter of a soldier in the United States Armed Forces who served in the , although Dumont's father struggled to cope with the he experience"
1f4b1e0a8897,Inez Green,Marvel Cinematic Universe,species: Human | gender: Female | actor: Leah Gibson | status: In Custody,"McClure was killed by Alisa, and although Green survived, she sustained extensive lacerations and psychological trauma. Moments later, Green killed Ryback with the gun, and Hogarth anonymously reported the crime to the police, thus obtaining her revenge against Green and Ryback.","Inez Green is a former nurse who was employed by IGH before she was attacked by Alisa Jones and developed psychological problems. She later met Jeri Hogarth and the two developed feelings. However, Green had other motives and tricked Hogarth into getting her friend, Shane Ryback, out of prison by making Hogarth believe Ryback had powers that could heal Hogarth's ALS. Once Ryback was out, Green and him robbed Hogarth and left to live together. Hogarth soon found Green again and tricked her into killing Ryback, getting her revenge. Biography Early Life When Green was eighteen she got a tattoo on her back of a Japanese character that meant ""good luck."" Soon she enrolled in nursing school. Days in IGH Inez Green was a brand-new nurse working with IGH providing aftercare for their human trial subjects. While training for the job, Green and Luanne McClure were attacked by their patient, Alisa Jones. McClure was killed by Alisa, and although Green survived, she sustained extensive lacerati"
05ad57005496,David Kawecki,Marvel Cinematic Universe,species: Human | gender: Male | actor: Daniel Everidge | status: In Custody,"Framed

After the death of Luanne McClure, Kawecki became the scapegoat for the murder.","David ""Dave"" Kawecki was a formerly employed janitor that worked for IGH and was framed for the murder of Luanne McClure. Biography Work at IGH During his time working at IGH, Kawecki befriended Karl Malus. The two would often converse with one another and have lunch by the octopi at an aquarium. He also sought a romantic interest in Luanne McClure, though she rejected his offer to become more than friends. Framed After the death of Luanne McClure, Kawecki became the scapegoat for the murder. He was rehearsed into the story that during one night, he hugged McClure, experienced a dissociative episode, and placed her corpse in the bathtub. Though he was deemed mentally inconfident to stand trial, Kawecki spent the rest of his time in a psychiatric hospital. He was visited by a new physician whom identified herself as Anne Thorpe. Facilities Industrial Garments & Handling Facility: To be added Birch Psychiatric Hospital: To be added Relationships Allies Luanne McClure † - Former C"
6ef50be5d1ea,Alpha (New York),Marvel Cinematic Universe,species: Human | gender: Male | actor: Patrick Brana | status: In Custody,,"Alpha is a criminal who ran a gang of his own in New York City following Wilson Fisk's arrest. Biography Alpha, such as his fellow mobsters, was scared of a new enemy who had recently been attacking and almost wiped out the Kitchen Irish, including their leader Nesbitt. Fearing that this enemy would come for him and his gang, he did business with Turk Barrett, who broke out of Rikers Island and had been selling guns and other weapons he had to make business with other gangs. While Barrett recommended which guns the mobsters should use, Alpha and his mobsters were suddenly intercepted by Daredevil, who quickly knocked them out. Relationships Allies Turk Barrett Enemies Frank Castle/Punisher Matt Murdock/Daredevil References Category:Characters Category:Daredevil (TV series) Characters Category:Humans Category:Males Category:Brown Hair Category:Brown Eyes Category:Criminals"
badc9171bf46,Wyatt (Criminal),Marvel Cinematic Universe,species: Human | gender: Male | actor: Evan Hall | status: In Custody,"However, Adams was killed shortly after by Alisa Jones, resulting in the New York City Police Department arresting Wyatt and his friends for the crime, since they were seen leaving the bar with Adams.","Wyatt was a criminal who lent Stirling Adams money for his dream of a nightclub. Biography Criminal Career Tormenting Stirling Adams Wyatt invested in Stirling Adams' Club Alias, and was promised a fifty percent return on his profits. After a year of waiting, Wyatt was tired that Club Alias had not opened and confronted Adams in his home, wanting his money back. Wyatt assaulted Adams, forcing Stirling's girlfriend, Jessica Jones, to intervene and beat him and his two friends up. Following him and his friends being beaten up, Wyatt later approached Adams in a bar with an offer. He would forgive all of Adam's debt if he loaned Jones out to the them as muscle in several crimes he had planned. Adams eventually agreed to the deal and Wyatt left. However, Adams was killed shortly after by Alisa Jones, resulting in the New York City Police Department arresting Wyatt and his friends for the crime, since they were seen leaving the bar with Adams. Relationships Enemies Stirling Adams † Jessi"
