char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
32fd0978de38,Jackson (candidate),Lost,,,"Jackson is a surname that appeared on the lighthouse dial, and may be one of Jacob's candidates. His or her ""number"" is 131. File:6x05 Number 131.jpg Trivia Members of the band Geronimo Jackson came to the Island. Scott Jackson was a middle section survivor. Louis Jackson was an alias of Anthony Cooper. Category:Unseen Characters Category:Jacob's candidates Category:Season 6 characters"
3f5df111d095,Ford (A Tale of Two Cities),Lost,Last: The Oceanic Six: A Conspiracy of Lies,,"Ford is a police officer who appeared in . He was seen in the police station where Jack was held after a fight with his father. He later appeared in archive footage in The Oceanic Six: A Conspiracy of Lies. Trivia His name is seen on his nametag. Although he had one single line, he wasn't credited. Category:Season 3 characters Category:Law enforcement Category:Flashback Characters Category:Jack's flashback characters Category:Characters portrayed by unknown actors"
7dca53ef8ba1,Madson,Lost,"First: Hearts and Minds | Last: Exodus, Part 1 | Actor: Barry Brandt",,"Madson is a cop in Sydney, Australia. He and another cop dragged Sawyer into the police station where Boone was filing a complaint against Shannon's abusive boyfriend. Trivia His name is seen on his nametag. Category:Season 1 characters Category:Sawyer's flashback characters Category:Boone and Shannon's flashback characters Category:Flashback Characters Category:Characters Category:Law enforcement Category:Australian characters"
d2d3b5d5d601,Jackson (DHARMA Initiative),Lost,,"It is possible that Jackson survived the battle, as he was not seen being killed. He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and the Purge.","Jackson was a member of the DHARMA Initiative. He was holding a gun, and was touched by Lowell before the 1977 Barracks battle happened. It is possible that Jackson survived the battle, as he was not seen being killed. Jackson's jumpsuit had no logo, and the inscription of his job was not clear. He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and the Purge. Category:Season 5 characters Category:DHARMA Initiative Category:DHARMA Initiative Staff Category:Episodic characters Category:Unknown Status Characters Category:Characters portrayed by unknown actors"
b78ad69325ad,Larry (DHARMA Initiative),Lost,First: Unknown | Last: Unknown | Actor: Shiloh,,"Larry was a member of the DHARMA Initiative. It's not known which episode, if any, featured the character, but the actor claims on his Hawaii Actor Network that he portrayed a DHARMA member in Lost. Category:Characters Category:DHARMA Initiative Staff Category:Season 5 characters Category:Episodic characters Category:Unknown Status Characters"
ea293523daa6,Helen (DHARMA Initiative),Lost,Actor: Katie James,,"Helen was a DHARMA Initiative cryptologist who was seen in 1974. On the Island 1974 Helen pushed an 8 year old girl on a swing, then she stood by a fence and talked to another DHARMA member. A siren suddenly went off, signaling a hostile incursion, so she ran to the little girl, picked her up, then ran into a house. Helen later walked down a sidewalk right past LaFleur. Trivia Cryptology is the study of secret codes or ciphers and the devices used to create and decipher them. Helen has only been seen briefly in the background in , when she was pushing her daughter on a swing. All information about her came from leaked pre-season 5 material which was posted on DarkUFO and the actress' blog, but the spoiler and the blog post has been removed. The scene where she wore her ""Helen jumpsuit"" did not make it to the final cut. It is unknown if the scene was supposed to be in , or she filmed it for other episodes. According to the actress' blog, she was officially cast as ""Mom on Swing""."
bccbbf7d0417,Mitchell (DHARMA Initiative),Lost,Actor: Rudy,"He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and The Purge. The member was presented at ""the vote"" to determine if Sayid should be executed, helped other members to put out the fire caused by young Ben , and presented during Horace's speech after the fire had been put out .","Mitchell was a member of the DHARMA Initiative, he worked at the Motor Pool. On the Island 1977 When Jack, Kate, and Hurley were discussing Sayid in the cafeteria during breakfast, Mitchell was seen sitting at the back with Kurt and two female members. Later, Mitchell was seen carrying tires at the Motor Pool at the background, before Miles and Hurley went to The Orchid, to deliver Alverez's body and lunch. On the next day, he walked in front of Jack, Kate and Faraday when they went to the Motor Pool for guns. He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and The Purge. Trivia Rudy, who portrayed Mitchell, also portrayed another DHARMA member who wore a grey jumpsuit. The member was presented at ""the vote"" to determine if Sayid should be executed, helped other members to put out the fire caused by young Ben , and presented during Horace's speech after the fire had been put out . Alt"
e5552fc03561,Emmanuel,Lost,Actor: Gregory Suenaga,"1992
He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1973 and The Purge. Gregory Suenaga also claimed his character was never killed on camera, suggesting he did not film for the purge scene. However, Suenaga believed the assumption was that his character was killed along with other DHARMA members, as they couldn't bring him back for another role.","Emmanuel was a biologist of the DHARMA Initiative. He was working at the barracks assigning new recruits to the registration counter in 1973. On the Island 1973 Working as a DHARMA representative at the Processing Center, Emmanuel called Roger Linus up to receive his job assignment, and passed Roger off to Opal, who gave Roger his DHARMA jumpsuit with the tag ""Work Man"". He also smiled at Buzz when he walked past him. 1992 He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1973 and The Purge. Trivia The character was credited as DHARMA Rep. 1, and his name Emmanuel was listed on his DHARMA jumpsuit. Although the exact name could not be identify from his jumpsuit in the episode, actor Gregory Suenaga has later provided some information about his character, including the revelation of his character's name. Gregory Suenaga also claimed his character was never killed on camera, suggesting he did not f"
581b034a1867,Ceasar,Lost,Actor: Paul Merino,,"Ceasar was a member of the DHARMA Initiative, who worked at the construction site of The Swan. Trivia Ceasar's jumpsuit was one of the item in Lost: The Auction. zh:Ceasar Category:DHARMA Initiative Staff"
757b183c6681,Jason (DHARMA Initiative),Lost,Actor: Jonathan Shirley,"He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and The Purge. Beside portraying Jason, actor Jonathan Shirley also played Wayne, another DHARMA member killed during The Purge in .","Jason was a security in the DHARMA Initiative. He was one of the crew member helping the new recruits in the Processing Center in 1977. On the Island 1977 When the new DHARMA members arrived the Island, Jason was seen helping them at the Barracks. He was later seen inside the Processing Center, guiding Erin and Anthony. He may have been killed along with other members of the DHARMA Initiative in the Purge, or he may have left the island sometime between 1977 and The Purge. Trivia In Lost: The Auction, Jason's DHARMA jumpsuits and his security hat were items of lot #815. The estimated price is $100 - $200, and it has been sold for $1,600. Although the security hat was listed as Jason's item, he was never shown wearing one during his appearance. Beside portraying Jason, actor Jonathan Shirley also played Wayne, another DHARMA member killed during The Purge in . Category:Season 5 characters Category:DHARMA Initiative Staff"
ea3715631a98,Stephen Williams (Character),Lost,Actor: Shawn Lathrop,He directed the death scene of Corvette from the season 4 finale.,"This article is about the fictional character. For the real-life person, see Stephen Williams. Stephen Williams was the director of the hit television series, Exposé. He directed the death scene of Corvette from the season 4 finale. After the shooting, he clapped his hand with Howard L. Zukerman and the other crews of Exposé, to farewell Nikki Fernandez, who portrayed Corvette. Trivia His character didn't have any speaking line, so he was uncredited. His name was seen on the slate board as Stephen Williams, and on his director's chair as Steven Williams. The character was named after the director of the episode ""Exposé"" in which he appeared, Stephen Williams Stephen Williams Stephen Williams Stephen Williams Category:Artists"
0b1527fbe1c6,Penny's mother,Lost,,,"Penny's mother (née Milton) was an unseen character who gave birth to Penelope, the daughter of Charles Widmore, some time before the mid-1970s at the latest. Charles left the Island regularly and carried on a relationship with Penny's mother during his tenure as Leader of the Others. This interaction with an ""outsider"" broke the rules that bound the group. Sometime in the 1990s, the Others discovered Charles's transgressions and banished him from the Island. Ben Linus replaced him as the Others' leader. In the flash sideways world, Penny's name was ""Penny Milton,"" while her half-brother Daniel Faraday's name was ""Daniel Widmore"". This suggests that ""Milton"" may have been her mother's maiden name, while Faraday's surname remained unchanged due to the continued marriage between Eloise and Charles. Category:Mothers"
