char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
5b1eb1812a8e,Chicago Cop,Boardwalk Empire,Actor: Chris Fischer,,"A Chicago Cop, played by co-star Chris Fischer, is a supporting character in ""Home"". He is a member of the Chicago Police Department and an informant to Al Capone. He knows Capone is looking for Liam, tracks him to a North side restaurant and phones Capone to tell him. (""Home"") Unlike the Atlantic City cops like Eli and Halloran he wears a marine blue uniform and therefore has a more civilian, less militaristic appearance. Appearances Category:Season 1 Category:Chicago Category:Policemen"
d8735adfc343,Noel Pearson,Boardwalk Empire,Actor: Gabriel Olds,"Another of his classmates tells Jimmy that he had a brother who died on the Lusitania. Relationships
Jimmy Darmody: Student (deceased)
Gillian Darmody: Student's mother

Memorable Quotes
Let's just say your life is pretty Jacobean as it is.","Noel Pearson, played by Gabriel Olds, is an English professor at Princeton. He teaches Jimmy Darmody when he attends the college in 1916 and is severely beaten by Jimmy when he sexually assaults his mother Gillian. Biography Season 2 In 1916 Jimmy reads aloud from The White Devil by John Webster to a seminar group. His professor prompts him when he stumbles over the place name “Padua” and Jimmy continues. The professor, Mr Pearson, asks the students the meaning of the passage Jimmy has read, directing the question at a pupil named Carruthers. He says that you must bribe someone in order to graduate from college. The class laugh and the professor admonishes Carruthers to think more broadly, joking that it might be true in his case. He asks another student, Mr LeBaron, who says that the book depicts a corrupt society that corrupts its members. The professor tells the class that it is part of the Jacobean style to depict Italy as corrupt and the women as whores while the men are panderer"
7569de060d99,Carruthers,Boardwalk Empire,Actor: Ben Forster,,"Carruthers, played by co-star Ben Forster, is a supporting character in ""Under God's Power She Flourishes"". Carruthers is a student in Jimmy Darmody's English seminar group at Princeton, taught by Mr Pearson. When discussing The White Devil by John Webster he jokes that you must bribe someone in order to graduate from college. Appearances Category: Season 2"
795cf5c0c2e2,Cal Widdecombe,Boardwalk Empire,Actor: William Pierce Cravens,,"Cal Widdecombe, played by co-star William Pierce Cravens, is a supporting character in ""Under God's Power She Flourishes"". He shares a dormitory room with Jimmy Darmody while Jimmy attends Princeton. He helps Jimmy to hide visits by his girlfriend Angela. He is nervous in social situations and drinks heavily at the mixer they attend. He drunkenly tells Angela that his father is a rich tyre factory owner in Dayton and confesses that he adores her. Appearances Category: Season 2"
43cdc995bf4e,Sheriff's Deputy 1 (Under God's Power She Flourishes),Boardwalk Empire,Actor: Dustin Olson,,"Sheriff's Deputy 1, played by co-star Dustin Olson, is a supporting character in ""Under God's Power She Flourishes"". He questions Gillian Darmody and Richard Harrow about the whereabouts of Jimmy Darmody after the body's of Angela Darmody and Louise are found in his home. Appearances Category: Season 2 Category:Policemen"
1ae9a7a2b0b7,Sheriff's Deputy 2 (Under God's Power She Flourishes),Boardwalk Empire,Actor: Joseph Harrell,,"Sheriff's Deputy 2, played by co-star Joseph Harrell, is a supporting character in ""Under God's Power She Flourishes"". He shows Eli Thompson's lawyer into his cell. Appearances Category: Season 2 Category:Atlantic City Category:Policemen"
36334525ac73,Douglas Wallbridge,Boardwalk Empire,Actor: Randall Newsome,He visits Eli in jail to give him discovery documents and to offer him a deal from Randolph; testify against Nucky and avoid the death penalty.,"Douglas Wallbridge, played by co-star Randall Newsome, is Eli Thompson's defence attorney in the second season. He visits Eli in jail to give him discovery documents and to offer him a deal from Randolph; testify against Nucky and avoid the death penalty. The case against Nucky falls apart on the eve of the trial and a mistrial is declared. Wallbridge successfully argues a motion for Eli's release. Appearances Category: Season 2 Category:Recurring Characters Category:Lawyers"
230c5a0364bb,Tom (student),Boardwalk Empire,Actor: Patrick O'Neill,He is a classmate of Jimmy Darmody and is offended when Jimmy mocks his friend for joining the US Army because his brother died on the Lusitania.,"Tom, played by co-star Patrick O'Neill, is a supporting character in ""Under God's Power She Flourishes"". He is a classmate of Jimmy Darmody and is offended when Jimmy mocks his friend for joining the US Army because his brother died on the Lusitania. Appearances Category: Season 2"
788ff2220a5f,LeBarron,Boardwalk Empire,Actor: Lucas Wells,,"LeBarron, played by co-star Lucas Wells, is a supporting character in ""Under God's Power She Flourishes"". He is a classmate of Jimmy Darmody at Princeton. While discussing The White Devil by John Webster in an English seminar he says that the book depicts a corrupt society that corrupts its members. Appearances Category: Season 2"
6be1cbe1a2e3,Waiter (Home),Boardwalk Empire,Actor: Dan Truman,,"A waiter, played by co-star Dan Truman, is a supporting character in ""Home"". He works at a Chicago restaurant on the North Side and serves Liam. Appearances Category: Season 1"
5264b989c137,Screaming Woman,Boardwalk Empire,Actor: Angela Dirksen,She is a customer at a restaurant on the North Side of Chicago when Liam is shot and killed.,"A Screaming Woman, played by co-star Angela Dirksen, is a supporting character in ""Home"". She is a customer at a restaurant on the North Side of Chicago when Liam is shot and killed. Appearances Category: Season 1 Category: Chicago"
1e429510c5ce,Nurse (Home),Boardwalk Empire,Actor: Katie Klaus,,"A Nurse, played by co-star Katie Klaus, is a supporting character in ""Home"". She is running a psychiatric assessment clinic at a Chicago veterans hospital. When she calls for Jimmy Darmody and Richard Harrow they both claim to have already left. Appearances Category: Season 1"
6877be6507ee,Mamie Smith,Boardwalk Empire,Actor: A'lisa Miles,,"Mamie Smith, played by co-star A'lisa Miles, is a supporting character in ""Home"". She is a vaudeville singer who performs at a bar in the Northside neighbourhood of Atlantic City. The character is based on the historical figure of the same name. The bar is owned by Chalky White and her audience includes Nucky Thompson, Margaret Schroeder, Harry Prince and Annabelle On August 10 1920, in New York City, Smith recorded a set of songs all written by the African American songwriter, Perry Bradford, including ""Crazy Blues"" and ""It's Right Here For You (If You Don't Get It, 'Tain't No Fault of Mine)"", on Okeh Records. It was the first recording of vocal blues by an African American artist, and the record became a best seller, selling a million copies in less than a year. To the surprise of record companies, large numbers of the record were purchased by African Americans, and there was a sharp increase in the popularity of race records. Appearances External links Mamie Smith on Wikipedia Ca"
