char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
01efa813b208,Benjamin Miles Franklin,Prison Break,played by: Rockmond Dunbar *Tobias Kluckert (Deutsch),C-Note had two violent encounters with his former associates and only the escape prevented him from being killed. C-Note and Sucre save the brothers from certain death in the penthouse of the General and later receive full exoneration for their efforts.,"You may be looking for his counterpart in the ""Prison Break: The Conspiracy"". Benjamin Miles ""C-Note"" Franklin is a main character in Prison Break. He's a veteran ex-fugitive who was incarcerated in and later escaped Fox River. Biography Background Franklin was a Sergeant in the U.S. Army, stationed in Kuwait. While serving as a guard for a detention facility, he discovered illegal torture of several detainees and reported this to his commander. C-Note's commander dishonorably discharged him for his involvement in black market activities after C-Note refused to agree to keep quiet about the incident. With the shame of dishonorable discharge hanging over him, C-Note was unable to find other work to pay the rent for his wife Kacee and daughter Dede, and resorted to criminal means. His brother-in-law, Darius Morgan was a truck driver and suggested that he could help transport stolen goods. Eventually, C-Note was caught and because he would not give up the identities of his friends, he w"
a61585c4b583,"Theodore ""T-Bag"" Bagwell",Prison Break,played by: Robert Knepper Michael Gohlke (child T-Bag),"After his hand is reattached, he kills Dr. Before leaving with the money, T-Bag kills Geary and frames Bellick for the murder, resulting in Bellick's arrest in the following episode. (2x18) After taking the identity from a therapist he deliberately kills, T-Bag buys a ticket to Bangkok and boarded a stop-over flight from Chicago, which coincidentally was the same plane Bellick is flying in.","Theodore ""T-Bag"" Bagwell is a main character in Prison Break. He is the most notorious member of the Fox River Eight, and a major villain of the series. Family Mr. Bagwell - Father/Uncle Mrs. Bagwell - Mother/Aunt James Bagwell - Cousin James Bagwell Jr. - Cousin David Martin - Son Biography Childhood Theodore Bagwell was born on 10 July 1968. According to Brad Bellick, his father had sexually assaulted his Down syndrome-afflicted sister, who later gave birth to Theodore. (1x6) Theodore's advanced vocabulary is due to his father, who made him read entire encyclopedias and dictionaries in his youth, stating that this would make him ""President of the United States"" one day and lead him to a better life. Ever since his childhood, Bagwell was constantly in and out of jail, often did vandalism and torturing animals. While in fourth grade, he attempted to set his teacher's house on fire and was sentenced to juvenile hall. During this time, he became a member of the Alliance for Purity"
05e0cc8f722e,Nick Savrinn,Prison Break,played by: *Frank Grillo *Johannes Baasner (Deutsch),"During his time there, he freed thirteen clients, five of whom had the death penalty. Nick refuses to tell the henchman where Veronica is and as a result is killed. Post-Death
Season 2
Lincoln used the name Nick Savrinn to call LJ and let him know that he and Michael were coming for him.","Nick Savrinn was a solicitor for Project Justice who helped Veronica Donovan try to prove that Lincoln Burrows didn't murder Terrence Steadman. Biography Background Nick began to work for Project Justice after graduating from Duke University and Columbia Law School with a Juris Doctor. Season 1 After graduating, Nick turned down offers from many large firms in New York City in order to work for Project Justice, an organization that frees wrongly convicted people. During his time there, he freed thirteen clients, five of whom had the death penalty. After witnessing his superior's refusal to help Veronica Donovan at Project Justice, Nick approaches Veronica on the street and offers his help. He reviews Lincoln's case and both he and Veronica set off to find evidence to support Lincoln's innocence. They discover that the security tape of Lincoln shooting was fake but when they go to find the original copy of the video tape, it was already damaged. In a subsequent episode, ""Riots, Dril"
016e76d86ab4,Caroline Reynolds,Prison Break,played by: Patricia Wettig | gender: female,"In the first season, Reynolds is affiliated with a covert organization known as ""The Company"" which she shares the same goal with - to make sure that Lincoln Burrows is executed for her brother's alleged ""murder."" Due to other commitments of Patricia Wettig, Caroline Reynolds does not physically appear in the second season except for the episode Sweet Caroline. Reynolds worked with The Company in assuring Burrows would not escape from his death sentence. After Mills is assassinated, Reynolds is sworn in as the 46th President of the U.S.","Caroline Reynolds was the 46th President of the United States of America and the successor of President Richard Mills. She was President for approximately 9-10 days, from May 27, 2005, through June 6, 2005, when she resigned. FlightSweet Carolinehttps://web.archive.org/web/20070308094932/http://reynolds-again.com/calendar.htm She considered nominating Illinois governor Frank Tancredi as her Vice President. Reynolds was the sister of Terrence Steadman, with whom she had an incestuous relationship. After pressure from Michael Scofield, Lincoln Burrows, and The Company, who were aware of this information, she claimed to have terminal cancer rather than have the affair revealed, and resigned. Prior to serving as president, she was the Vice President under Mills. Before serving as Vice President, she was a U.S. Senator. Official Campaign Biography Caroline Reynolds has been an outspoken voice in the Senate, the White House, and in communities like yours. She is committed to restoring Am"
e01e0911d30a,Nika Volek,Prison Break,played by: Holly Valance,,"Nika Volek was originally from the Czech Republic and in episode ""First Down"", she remarks that she has family waiting for her in Kladno. She married Michael Scofield a day before he was arrested for the bank robbery which ultimately landed him in Fox River State Penitentiary. In exchange for her green card, Michael required Nika's help with his escape plan while he was inside the prison. Nika met Michael after he had paid off the traffickers who had brought her to the United States. In so doing, she was given an opportunity to start a new life. Biography Season 1 Nika's first appearance was when Michael phones her via the number from his tattoo and says, ""Remember when I said I might be calling you on Fibonacci... well, it's time"". This refers to the arranging of the sting operation to catch Falzone. In the following episode, whilst on PI, Michael is called for a conjugal, being informed that his wife is here, much to the surprise of the PI crew he is working with at the time, espec"
dd13621469f5,Philly Falzone,Prison Break,played by: Al Sapienza,,"Philly Falzone became boss of Abruzzi Mafia Family after John Abruzzi was sent to prison for 120 years. It is possible that he was Underboss for John Abruzzi before Abruzzi received his long prison sentence. As the new leader of Chicago Mafia, he strongly supported John Abruzzi's prison gang, which made Abruzzi's prison gang strongest in the prison. He frequently pressured Abruzzi to locate Otto Fibonacci, who witnessed their wrongdoings, before the trial that will incriminate him. He was tricked by Michael and Abruzzi to go to Canada to find Fibonacci and was then arrested. He was a mobster and was all talk and made empty threats. It was then revealed by John Abruzzi that he was arrested and sentenced to five years. He was incarcerated in Fox River State Penitentiary. Although the character did not appear in later seasons, he was presumably free by the beginning of Season 5, having served five years behind bars. Biography Season 1 Philly Falzone is seen visiting his close friend an"
cc5b5ac643e0,Otto Fibonacci,Prison Break,played by: Roderick Peeples,,"Otto Fibonacci was the accountant for a warehouse which happened to be run by the mob when he witnessed Abruzzi commit the execution of two men. His testimony led to John Abruzzi's conviction and incarceration. Fibonacci and his family later entered the Witness Protection Program and went into hiding in Topeka, Kansas. Michael Scofield led Philly Falzone into believing that Fibonacci was in Canada, where he encountered law enforcement and was arrested. Biography Background Season 1 Appearances Pilot Sleight of Hand Trivia An unknown actor portrayed Otto Fibonacci in the Pilot episode. Fibonacci is named after the Fibonacci sequence. Category:Characters portrayed by unknown performers Category:Created by Paul Scheuring Category:Season 1 characters Category:Living characters Fibonacci, Otto"
2bda3e4c9f25,Hector Avila,Prison Break,played by: Kurt Caceres,,"Hector Avila is cousin and, later, nemesis to Fernando Sucre and the only relative of Sucre's that has no criminal record as of yet. Biography Background Hector lives near Brooklyn, NY. He sells insurance for Nasdaq. He's not very wise in many people's precision. He is partly responsible for the conviction of his cousin for robbery; he called in a police tip that led to Sucre's arrest outside a liquor store. It is clear that the reason behind Hector's callousness towards his cousin stems from a romantic interest in Sucre's girlfriend Maricruz Delgado, it has also been suggested that Hector's move to New York City was due to Maricruz accepting a job as a buyer for a fashion outlet in Manhattan and his job at the stock market. In the three years since Sucre met Maricruz, Hector has been determined to destroy their relationship. Hector often suggested to Sucre that he couldn't maintain a relationship with Maricruz financially, under the pretext that he was ""looking out"" for his cousin's"
d4928f11d712,Marilyn,Prison Break,played by: Unknown,"(1x5)

Brad Bellick killed Marilyn when Westmoreland didn't reveal who killed Bob, the new CO in the riot. (1x8)

Biography
Season 1

Post-Death
Season 4

Appearances

Trivia
Both Marilyn and Charles Westmoreland were killed by Brad Bellick. Category:Season 1 characters
Category:Season 4 characters
Category:Deceased characters
Category:Killed by Brad Bellick
Category:Animals","Marilyn is Charles Westmoreland's pet cat. (1x1) A grandfather clause in the prison's policy allowed Westmoreland to keep Marilyn. The DOC had repeatedly attempted to transfer Westmoreland to other facilities, though he was unwilling to leave Marylin behind and became adept at using legal loopholes to block his transfers. (1x5) Brad Bellick killed Marilyn when Westmoreland didn't reveal who killed Bob, the new CO in the riot. (1x8) Biography Season 1 Post-Death Season 4 Appearances Trivia Both Marilyn and Charles Westmoreland were killed by Brad Bellick. This is the only animal to die in Prison Break. Category:Season 1 characters Category:Season 4 characters Category:Deceased characters Category:Killed by Brad Bellick Category:Animals"
db80058bf0c1,Samantha Brinker,Prison Break,played by: Michelle Forbes,"After Reynolds arranged for the death of President Richard Mills and was sworn into office, Brinker was casually dismissed by Reynolds.","Samantha Brinker is an employee of ""The Company"" with whom Kellerman and Reynolds have been collaborating. She recognized a former employee of the company, Lincoln and Michael's father, who had sent information to the judge which prompted him to stay Lincoln's execution. She gave very accurate assessments to The Company regarding Reynolds' personality profile, affirming Reynolds' ambitions to be the president. Brinker bluntly delivered The Company's decision to Reynolds about their withdrawal of support from her presidential race. After Reynolds arranged for the death of President Richard Mills and was sworn into office, Brinker was casually dismissed by Reynolds. She only appeared in season 1 and it is unknown what happened to her. Biography Season 1 Appearances Category:Characters Category:Company operatives Category:Criminals Category:Living characters Category:Season 1 characters Category:Season 1 antagonists"
