char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
275cb637d2e1,Rene Dubois,James Bond 007,portrayed: ''Unknown'',,"Rene Dubois is a French criminal and intelligence asset of the Deuxième Bureau who appeared in the 2015 video-game James Bond: World of Espionage, during its Slow Down Faster story-line. Biography Born in Perpignan, France, Rene is uncle to Justine and Benoit Dubois. Only Rene's allegiance to the Deuxième Bureau allows him to stay out of prison. Hopping strategically between the two sides of the law, he is frequently found robbing art pieces from remote galleries as he is assisting in their retrieval. With a skill set derived from his criminal activities, Rene is skilled in climbing, stealth and acrobatics, and is multilingual, speaking French, Spanish, Basque and English.In-game agent dossier, James Bond: World of Espionage. Rene was assigned to assist James Bond by his niece Justine and rescues him by boat from Ludovic de Baleine's assassin Dragomir. The character offers a buff to money obtained from missions and provides a +3% facility money bonus using floor traps, +25 total defe"
6ca0b17c8b03,Sigrid Ganer,James Bond 007,portrayed: Alysa Conger (Uncredited),"Game biography
One would think that after seeing a dozen of your friends and colleagues injured, maimed or killed, that one might decide to slow down a bit.","Sigrid Ganer is a fictional Swedish intelligence operative employed by the Secret Intelligence Service's ""Station 'Z'"". The character appeared in the 2015 video-game James Bond: World of Espionage, during its Slow Down Faster story-line. Game biography One would think that after seeing a dozen of your friends and colleagues injured, maimed or killed, that one might decide to slow down a bit. These rough experiences only seem to have encouraged Sigrid to go faster. Noted for her overconfidence, she is employed by Station Z, Zurich and is skilled in climbing, surveillance and acrobatics, and is multilingual, speaking Swedish, English, Danish and Russian. In-game agent dossier, James Bond: World of Espionage. After James Bond's cover in the Alps is blown, Dauphin Baleine dispatches assassins to comb the mountain for him. MI6 send an extraction team led by Sigrid Ganer to rescue him and Anaelle Brouchard, Baleine's mistress. After the group comes under fire, 007 orders them to flee with t"
489406e7982e,Anaelle Brouchard,James Bond 007,portrayed: Siri Blomquist (Uncredited),,"Anaelle Brouchard is a fictional French cryptographer who is associated with Dauphin Baleine. The character appeared in the 2015 video-game James Bond: World of Espionage, during its Slow Down Faster story-line. Game biography Despite her reputation as a naïve and optimistic girl, Anaelle pursued studies in cryptography and computer science, As she further descended into the world of the 'ark net' she began to live a complex life, with multiple online identities who no one could trace back to her. In-game agent dossier, James Bond: World of Espionage. James Bond first encounters Brouchard after his initial contact in the Alps, Justine Dubois, points him in her direction believing that she is in possession of a key which he is searching for. The pair dine together, during which it is revealed that her key was given the key by her jealous 'friend', Ludovic de Baleine. Later Baleine's henchman Dragomir wounds 007 and he encounters Anaelle in the chalet which the Dauphin bought for her. "
fada0e8581ff,Colonel Irina Sedova,James Bond 007,,"Sedova then had Charnage killed by his own mercenary henchman, Ludwig Smith, and went to take Fairburn back, and ended up with Perry Mandeville as an additional hostage as she and one of her lieutenants dragged Fairburn through London's abandoned Pneumatic Rail System tunnels.","Colonel Irina Sedova, codenamed Babushka, is a Soviet spy and OGPU leader who is a major antagonist from author Charlie Higson's 2007 and 2008 Young Bond novels Double or Die, and By Royal Command. Biography Double or Die Sedova worked with John Charnage of the U.K. to create a calculating machine for code cracking purposes. Ultimately, Charnage's incompetence led to a boy called James Bond taking the machine's designer Alexis Fairburn being rescued from them. Sedova then had Charnage killed by his own mercenary henchman, Ludwig Smith, and went to take Fairburn back, and ended up with Perry Mandeville as an additional hostage as she and one of her lieutenants dragged Fairburn through London's abandoned Pneumatic Rail System tunnels. She eventually dropped Mandeville after hitting him with her gun, and eventually became aware of Bond's presence. She bade him not to follow her, but he and Mandeville attacked, and sent her associate into a large fan in the tunnel floor, killing him. Bond"
00bf1e533078,Tatiana Romanova (World of Espionage),James Bond 007,portrayed: Polina Boyd (Uncredited),"It quickly becomes apparent that a Russian FSB agent, who had been tailing 007, was killed by an unknown assailant. 007 eventually overpowers and kills him.","Tatiana Romanova (Russian: Татьяна Романова) is a fictional Russian cypher clerk and honeytrap who appeared in the 2015 video-game James Bond: World of Espionage. The character is a re-imagining of the literary and film character who first appeared in Ian Fleming's 1957 novel From Russia with Love and was subsequently adapted for EON Productions' 1963 James Bond film of the same name. Biography Not all honeytraps are truly aware of the role they play in espionage. The ones who have the most limited grasp of the issues sometimes are the most effective at their tasks. Tatiana's naïveté and lack of artifice have helped her gain the trust of her targets. Nevertheless, she is a child at heart and her schoolgirl fantasies of love and romance make her susceptible to persuasion and a liability to the FSB. In-game agent dossier, James Bond: World of Espionage. After James Bond returns from the Alps with a mysterious cryptographic hash function, a Russian defector named Tatiana Romanova appro"
0a011a2cee79,Alexander Sechenov,James Bond 007,portrayed: Ryan McKenzie,,"Alexander Sechenov (Russian: Александр Сеченов) is a fictional MI6 mole within the FSB of Russia. The character appeared in the 2015 video-game James Bond: World of Espionage, during its From Russia with Love story-line. Game biography After years of complex interaction with the authorities, the paranoid Alexander Sechenov was finally turned in a video game chatroom to use his skills to assist MI6 in the capture of a Chechen terrorist. Despite his unsavoury habits, MI6 deemed him useful enough to keep out of Russian prison and has been utilizing him as a mole within the Federal Security Service of the Russian Federation (FSB).In-game agent dossier, James Bond: World of Espionage. During the early missions of the From Russia with Love story-line 007 meets with Sechenov to confirm the authenticity of a mysterious hash key he had obtained. He confirms that the key is genuine (although not Russian), increasing the value of a cypher to decrypt the message offered by Russian defector, Tatia"
a9b283187c5c,Kerim Bey (World of Espionage),James Bond 007,portrayed: ''Unknown'',,"Kerim Bey is a head of MI6 station 'T' in Istanbul, Turkey who appeared in the 2015 video-game James Bond: World of Espionage. The character is a re-imagining of the literary and film character who first appeared in Ian Fleming's 1957 novel From Russia with Love and was subsequently adapted for EON Productions' 1963 James Bond film of the same name. Biography Head of MI6 station 'T' in Istanbul, the giant Kerim Bey is as generous and magnanimous a man as can be found upon the earth. His loyalty and kindness are matched by a fierce devotion to his family that cannot be shaken by any kind of threat.In-game agent dossier, James Bond: World of Espionage. After returning from the Alps with a mysterious cryptographic hash function, a Russian defector named Tatiana Romanova approaches MI6's Turkish station, claiming that she can provide MI6 with a cypher which decodes the message. However, she will only defect to Bond, with whom she has allegedly become besotted. 007 flies to Istanbul, wher"
50dd425fb824,Domino Vitali (World of Espionage),James Bond 007,portrayed: Yesenia Osuna (Uncredited),"He informs her Largo killed her brother, asking for help finding the bombs.","Domino Vitali is the fictional mistress of SPECTRE agent Emilio Largo, who appeared in the 2015 video-game James Bond: World of Espionage. The character is a re-imagining of the literary and film character who first appeared in Ian Fleming's 1961 novel Thunderball and was subsequently adapted for EON Productions' 1965 James Bond film of the same name. Biography Appearing in the James Bond: World of Espionage's seventh set of missions, based on Thunderball, Domino Vitali is the mistress of SPECTRE operative Emilio Largo and sister to Captain Vitali, the pilot of a recently stolen atomic bomber. While investigating the theft in Madagascar, James Bond approaches Domino in an attempt to gain her favour, saving her from being poisoned by a sea urchin, whose spines had become embedded in her foot. He informs her Largo killed her brother, asking for help finding the bombs. While Largo is out drinking with his men, the pair search the Disco Volante with a Geiger counter. His suspicions confir"
661bf7493bc2,Holly Cooper,James Bond 007,portrayed: Odessa Rae (Uncredited),,"Holly Cooper is a fictional British intelligence operative. The character appeared in the 2015 video-game James Bond: World of Espionage, during its Thunderball story-line. Game biography Hunted by the Irish Republican Army (IRA) after a disastrous mission in Liverpool, Holly was relocated outside the UK for her own safety.In-game agent dossier, James Bond: World of Espionage. Certain that stolen atomic weapons are on-board Emilio Largo's yacht, the Disco Volante, 007 liaises with Holly Cooper and the crew of a submarine tasked with finding and engaging the ship. She is skilled in hand-to-hand combat, firearms and boating, and is multi-lingual, speaking English, Swahili, Arabic and Russian. The character offers a reduction to Gear costs, as well as +15 total offence using hidden blades, +2 total offence using laser-sighted pistols, and +5% XP gain using cat suits. She is a 'rare agent' (blue) and can be levelled to level 25. References Category:James Bond Characters Category:Game C"
cf91eca4a42b,Fiona Kelley,James Bond 007,portrayed: Zorana Adzic (Uncredited),"She is known to have 17 confirmed kills, including at least one member of the CIA, MI6, CSIS and the Mossad.","Fiona Kelley is a fictional Irish assassin associated with Emilio Largo and the criminal organisation SPECTRE. The character appeared in the 2015 video-game James Bond: World of Espionage. She was a fusion of the classic Thunderball characters Patricia Fearing and Fiona Volpe, the latter of whom was originally intended by writer Richard Maibaum to be an Irish assassin named ""Fiona Kelly"". Biography Beautiful, sophisticated , deadly. No one but Fiona truly knows how many British agents and police have fallen for her. She is known to have 17 confirmed kills, including at least one member of the CIA, MI6, CSIS and the Mossad. Unconnected to any of the known Irish independence movements, investigations of her benefactors has repeatedly resulted in the sudden and surprising deaths of the investigating agent.In-game agent dossier, James Bond: World of Espionage. 007 first meets Kelley at the Shrublands spa in Madagascar, where the assassin is posing as one of the spa's therapists, presumab"
6288fba9df67,Dahab Darwish,James Bond 007,portrayed: Haley Jackson (Uncredited),,"Dahab Darwish (دهب درويش ) is a fictional Azerbaijani intelligence operative. The character appeared in the 2015 video-game James Bond: World of Espionage, during its From Russia with Love story-line. Game biography Dahab's many talents made her the ideal operative for a well-armed gang which trafficked women and drugs throughout the Caucasus mountain region. Tired of being exploited by her handler, Dahab slew him and his guards in the night after a substantial revel. Her brief period of independence ended when she turned to MI6 for protection from their retaliation. While her loyalty may be in question, her skills are not.In-game agent dossier, James Bond: World of Espionage. 007 encounters Dahab whilst accompanying Kerim Bey to the camp of his Romany friends. Notable for her duplicitous personality, she is skilled in hand-to-hand combat, deception and stealth, and is multi-lingual, speaking Azerbaijani, Farsi, Arabic and English. The character offers a buff to critical damage and p"
500a71d51523,Genevieve Fox,James Bond 007,portrayed: Frances Parsons (Uncredited),,"Genevieve Fox is a fictional French intelligence operative working for the Deuxième Bureau. The character appeared in the 2015 video-game James Bond: World of Espionage, during its Thunderball story-line. Biography After formative years among the remote islands of French Polynesia, Fox landed on the US West Coast to go about her studies. First recruited by the CIA, she vehemently disagreed with some of their methods, but loved working in the intelligence community. After a stint in Silicon Valley industry, she relocated to the Indian Ocean where she holds down the fort, keeping tabs on a multitude of security threats of both regional and global scale.In-game agent dossier, James Bond: World of Espionage. Apparently working for the French Deuxième Bureau by the time of the Thunderball story-line, 007 contacts her to share his findings regarding the theft of two atomic missiles by Emilio Largo. A lonely personality, she is skilled in surveillance, deception and operations, and is mult"
7707edf08fd1,Dr. Doak,James Bond 007,status: Varies; Player's choice | portrayed: David Doak,,"Dr. Doak is a fictional scientist and MI6 operative working at the Arkangel Chemical Weapons Facility. A minor ally character, he appears in the 1997 James Bond video-game GoldenEye 007, with the facial likeness and name of game developer David Doak. Biography Dr. Doak is a double-agent in the Arkhangelsk chemical weapons facility, on special assignment from MI6. As James Bond's contact, he offers 007 a Door Decoder that allows him access into the bottling area. Bond tells him to escape the facility before his rendezvous with Alec Trevelyan. Dr. Doak takes his advice and leaves before the nerve gas is released. However, Bond can instead choose to murder the defenseless doctor after getting his decoder, which sadly, won't affect the mission status. Dr. Doak is featured in multiplayer as the first Scientist in the character select list. Behind the Scenes Several members of the game's development staff were featured in the game as generic character faces. Bond's double-agent contact ""Dr"
72f63d967284,Oliver Arsenault,James Bond 007,portrayed: ''Unknown'',,"Oliver Arsenault is a fictional arms dealer who appeared in the 2015 video-game James Bond: World of Espionage, during its Spectre Part 1 story-line. Biography With the address of Marco Sciarra's rendezvous with Gallo in his possession, James Bond meets with arms dealer Oliver Arsenault in a Mexican back alley to procure a sniper rifle for the job. For a price, Arsenault agrees to deliver the weapon to a prearranged location on a rooftop near the apartment Gallo had rented. Although the character was not a collectable Agent, he did appear as a boss with his own Villain Encounter. References Category:James Bond Characters Category:Game Characters Category:Allies Category:World of Espionage Characters Category:Male Characters Category:Arms Dealers Category:Businessmen Category:French Category:Criminals Category:Agents Category:Intelligence Operatives"
38ff1e850971,Luiz Quinonez,James Bond 007,portrayed: ''Unknown'',,"Luiz Quinonez is a Mexican intelligence operative working with the American CIA. The character appeared in the 2015 video-game James Bond: World of Espionage, during its Spectre Part 1 story-line. Biography After arriving in Mexico, James Bond liaises with old CIA friend Felix Leiter, who takes the spy to meet his local colleague, Luiz Quinonez. Quinonez has been investigating the address which was of interest to terrorist and SPECTRE operative, Marco Sciarra. The building was a block of apartments, mainly for discrete, short-term rentals. Apartment 6 was recently rented by Gallo, a cartel smuggler known for moving narcotics and explosives across the American/Mexican border. While briefly included in the main story of the game, the character was not actually a collectable 'agent'. References Category:James Bond Characters Category:Game Characters Category:World of Espionage Characters Category:Male Characters Category:Mexicans Category:Allies Category:Agents Category:Intelligence O"
