char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
64dcd1f5a16a,Al Falcone,DC Extended Universe,species: Humans | gender: Male | status: In Custody | actor: Luke Brandon Field,,"Alberto ""Al"" Falcone is a criminal based in Gotham City, the son of crime lord Carmine Falcone and the brother of Sofia Falcone. Seeking to become a known criminal in Gotham, Falcone stole a deadly virus from Gotham General Hospital alongside several mercenaries, being pursued by Batman who along with Wonder Woman and Flash would end up taking him into custody. Biography Early Life Alberto ""Al"" Falcone was born to an unknown woman and Carmine Falcone, being the brother of Sofia Falcone-Gigante. During his childhood, Falcone suffered from trauma, possibly having to do with problems within his family or abuse from his father. Falcone followed his father's steps and became a criminal, although he was not very well known but that was about to change. Chase in Gotham City left|thumb|250x250px|Falcone is hanged by Batman. In 2022, Alberto Falcone sought to become a known criminal in Gotham City, so he gathered a group of mercenaries to infiltrate Gotham General Hospital, stealing a brief"
2195aeadb99f,Patty Spivot (Flashpoint),DC Extended Universe,species: Human | gender: Female | actor: Saoirse-Monica Jackson | status: Erased from existance,,"Patty Spivot is the girlfriend of Albert Desmond and a roommate of Barry Allen. Biography To be added Relationships Allies Albert Desmond - boyfriend and roommate Barry Allen † - roommate and friend Gary Barry Allen Behind the Scenes In DC comics, Patricia ""Patty"" Spivot was Barry Allen's friend and lab assistant, who eventually becomes the CCPD's full-time forensic-blood analyst. She had an unrequited crush on Barry. In the New 52, Patty is Barry's girlfriend, who eventually learns but accepts his identity as the Flash. External Links es:Patty Spivot/Flashpoint Category:The Flash Characters Category:Humans Category:Females"
bffd4f821851,Gary,DC Extended Universe,species: Human | gender: Male | status: Erased from existence | actor: Sean Rogers,,Gary is a roommate of Barry Allen. Biography To be added Relationships Allies Barry Allen † - roommate and friend Albert Desmond - roommate Patty Spivot - roommate Barry Allen Trivia Gary has a reverse tattoo of as on his left lower leg. References es:Gary Category:The Flash Characters Category:Humans Category:Males Category:Males
a056713297ce,Mrs. Curry,DC Extended Universe,species: Human | gender: Female | status: Erased from existence | actor: Rosie Ede,,"Mrs. Curry is the wife of Tom Curry. Biography When Barry Allen called Tom Curry to ask if his wife was the Queen of Atlantis, Curry looked at his wife, who was watching television, stating that she wasn't. Relationships Family Tom Curry - Husband Allies Arthur - Pet References es:Sra. Curry Category:The Flash Characters Category:Humans Category:Females"
d489842142f4,Albert Desmond (Flashpoint),DC Extended Universe,species: Human | gender: Male | status: Erased from existence | actor: Rudy Mancuso,,Albert Desmond is Patty Spivot's boyfriend and a roommate of Barry Allen. Biography To be added Relationships Allies Patty Spivot - girlfriend and roommate Barry Allen † - roommate and friend Gary Barry Allen Behind the Scenes To be added External Links es:Albert Desmond/Flashpoint Category:The Flash Characters Category:Humans Category:Males Category:Males
78c4ef90a9b8,Captain Cold,DC Extended Universe,species: Human | gender: Male | status: In Custody | actor: Bruce Thomas,"Using upgraded weaponry, Captain Cold nearly kills The Flash, but ends up destroying Cyborg’s lower half instead.","Leonard Snart, also known as Captain Cold is a criminal who used a gun, based on a cyclotron, which emitted blasts of ice and cold. He is the Flash's nemesis and got stopped by him when trying to assault the Central City Bank. Biography Assault on Central City Bank Looking to pull off a robbery, Captain Cold visited the Central City Bank. After assaulting the receptionist, Cold terrorized the crowd, subsequently kidnapping people, which prompted the police to call Flash to inform him about the bank robbery. While Snart was explaining to a police officer how his freeze gun worked before using it against him, Flash arrived and defeated him, leading to his arrest and being put in a car. Changed Timeline When Barry Allen travelled back, he changed the timeline returning to his therapy with Iris West. When Captain Cold robbed the bank and Flash was notified, he informed the police that Blue Beetle would take care of it, with the latter quickly arriving to fight Captain Cold. Equipment Capta"
127f3730c54b,El Chapulín Colorado,DC Extended Universe,species: Human | gender: Male | status: Fictional | actor: Roberto Gómez Fernández,,"El Chapulin Colorado is the superhero and protagonist of his . Biography El Chapulin Colorado was the protagonist of the television comedy of the , which Rudy Reyes grew up watching. Rudy developed a custom-made hacking device, which he named El Chapulín, after the character. When Jenny Kord and Jaime Reyes went to Kord Tower to steal Ted Watch, Rudy used El Chapulín to hack the security system and play the show's intro over the feeds. The broadcast featured El Chapulin Colorado hosting his show in stop motion, highlighting his great cunning and agility. Equipment Chipote Chillón: El Chapulin Colorado is the possessor of the powerful weapon, which requires being more agile than a turtle, stronger than a mouse and nobler than a lettuce to be worthy. Trivia In the comics, El Chapulín Colorado made a brief cameo in Action Comics #820, drawn by Carlos D'anda, where the character appears running away from danger, leaving Superman to handle a situation. Behind the Scenes Director Angel M"
39e5ab039fba,Carlos Guerrero,Dexter,seasons: '''Season One''' | status: '''Incarcerated''' | gender: '''Male''' | actor: '''Rudolf Martin''',"After he orders the death of undercover officer, Ricky Simmons, and his wife, Kara, Guerrero serves as an antagonist for Sergeant James Doakes. Lieutenant Maria LaGuerta and Sergeant James Doakes head to his Ricky's house to inform his wife, Kara, of Ricky's death. A DNA match reveals that Ricky was assassinated by Norberto Cervantes, one of Guerrero's many henchmen.","Carlos Guerrero is a character in Season One of the Showtime series DEXTER. He is a drug lord and the head of a cartel operating in Miami. After he orders the death of undercover officer, Ricky Simmons, and his wife, Kara, Guerrero serves as an antagonist for Sergeant James Doakes. Description Guerrero is a tall, slender man with short black hair and pronounced cheekbones. He appears to be of Latin American descent—likely Cuban, having dark-toned skin. There is slight facial hair above his lip and around his chin. His outfits consist of long-sleeved designer shirts, expensive pants, and dress shoes. Personality Carlos Guerrero is a man who takes pride in circumventing the law. He ensures that his crimes cannot be traced back to him. When one of his henchmen is arrested, he's quick to have another assassin kill him to keep him from talking, He acts like the drug kingpin he is, on top of the world with men following his orders. He's arrogant, and thinks that he's above the law"
321aff1ef00a,Albert Chung,Dexter,status: '''Incarcerated''' | gender: '''Male''' | actor: '''N/A''' | seasons: '''Season Three''',"He was only a petty burglar until he nearly killed a woman, after which he was represented by defense attorney, Ellen Wolf. When Chung received no jail time, he murdered a college student. Chung tackled her, killed her, and fled.","Albert Chung is a character in Season Three of the Showtime series DEXTER. He was only a petty burglar until he nearly killed a woman, after which he was represented by defense attorney, Ellen Wolf. When Chung received no jail time, he murdered a college student. Summary ""Easy As Pie"" Chung first broke into an elderly woman's house while wearing only socks on his feet. When the woman interrupted his burglary, he pushed her down the stairs. Chung escaped prosecution with the help of defense attorney Ellen Wolf after the victim couldn't identify him in a line-up. Six months later, Chung broke into the Morton house. While there, Chung was discovered by a young college student named Lisa Morton. Chung tackled her, killed her, and fled. Since the pattern of bloody socks were found at the scene, Vince Masuka believed that Chung had killed Lisa. Ellen Wolf tried to get Chung's charges lessened, as well as giving him several other benefits, in exchange for his surrender. This ended in a "
99139985df32,Nikki Wald,Dexter,gender: '''Female''' | status: '''Incarcerated''' | actor: '''Alicia Lagano''' | seasons: '''Season Four''',"She and her boyfriend, Johnny Rose, were responsible for a series of robberies and two murders, thus dubbed the ""Vacation Murderers."" Nikki also killed Johnny.","Nikki Wald is a character in Season Four of the Showtime series DEXTER. She and her boyfriend, Johnny Rose, were responsible for a series of robberies and two murders, thus dubbed the ""Vacation Murderers."" Nikki also killed Johnny. Description Nikki is a young woman with long, brown wavy hair. She wears a sleeveless yellowish green top underneath an unzipped, pink long-sleeve jacket atop a set of short blue jeans with what appears to be brown shoes. Personality She is an unstable individual who can react violently, due in part to her meth addiction. This is apparent when she learns about Johnny's syphilis and multiple partners, and ends up killing him. After he's dead, Nikki hallucinates that she is still in the hotel with Johnny, and continues to angrily talk to his dead body. History Nikki first met Johnny Rose in high school and they began a shoplifting spree (before the fourth season). They were eventually caught and she testified against him for a reduced sentence. Later, John"
