char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
f99e76b1d42d,Bartender (Flashes Before Your Eyes),Lost,Actor: Michael Titterton,,"A bartender worked at a British pub that Desmond and Donovan visited. He ducked when Jimmy Lennon tried to hit him a cricket bat, resulting in Desmond taking the blow. Desmond said that originally it was the bartender who was hit, but Desmond changed this when he ""travelled back in time"" and told the bartender to duck. Jimmy attempted to hit the bartender because he owed Jimmy money. pt:Barman ru:Бармен (Вспышки перед глазами) Category:Characters Category:Season 3 characters Category:Flashback Characters Category:Desmond's flashback characters Category:Hoteliers, bartenders and waiters Category:Unnamed characters Category:British characters Category:Episodic characters"
27fd0413b9a7,Bartender (Outlaws),Lost,Actor: Alex Mason,,"The bartender served up drinks at The Last Call in Sydney, Australia. Among his customers were Sawyer and Christian Shephard. When he asked Sawyer if he was sure that he wanted another drink, Christian ridiculed him. fr:Barman (Flashback de Sawyer) ru:Бармен (Внезаконники) Category:Characters Category:Season 1 characters Bartender Category:Sawyer's flashback characters Category:Hoteliers, bartenders and waiters Category:Unnamed characters Category:Australian characters Category:Episodic characters"
98f70c7badb5,Rachel Carlson,Lost,"Last: ""The Incident, Part 2"" | Actor: Robin Weigert | Birth: 1969",Rachel died in childbirth with her second son Benjamin.,"Rachel Carlson is the older sister of Dr. Juliet Burke. By the time Oceanic Flight 815 crashed, she was the mother of a 2-year-old boy named Julian. Childhood Rachel was born sometime in 1969, two years before Juliet. Her parents divorced when she was 12 years old. Her younger sister reacted badly to the news, while Rachel was upset, yet calmer. Illness Later in life, Rachel developed cancer, and her chemotherapy treatments left her sterile. Juliet secretly treated her with drugs she had stolen from Edmund Burke's laboratory. In September 2001, Rachel revealed that she was miraculously pregnant, indicating that the medications Juliet gave her worked. Juliet took a job at Mittelos Bioscience, and Rachel accompanied Juliet to a small airport near Miami, where they were met by Ethan Rom and Richard Alpert. Juliet expressed concern about being away from Rachel, but Rachel reminded her that the cancer had gone into remission. Rachel and Juliet tearfully said goodbye, and Juliet left"
ee9a58ea885e,Achara,Lost,Actor: Bai Ling,,"Achara was a native of Phuket, Thailand and a skilled tattoo artist. Biography Following a messy divorce, Jack Shephard traveled to Phuket and encountered Achara on the beaches there. Helping to assemble his kite, the pair sparked a relationship immediately, with Achara handing Shephard a small, rectangular object as a gift. Beginning an intimate relationship, Achara remained mysterious, coming and going from Shephard's hut without explanation. Suspicious and slightly intoxicated, Shephard followed her after one of her strange disappearances and discovered that she worked as a tattoo artist. Asking her to brand him with her work, Achara declared him an outsider and claimed that she could only mark natives. She described the body art as definition as opposed to decoration, claiming to ""see who people are"" and then tattooing that on them. Forcing her hand, she claimed there would be consequences as she inscribed the phrase ""He walks amongst us, but he is not one of us."" According to Ac"
ad8c6177873b,Chet,Lost,Actor: James Huang,,"Chet is Achara's possessive brother. He was first seen by Jack in a Thai restaurant, claiming Jack was brave for taking a big bite of a ""special Thai dish."" Achara later stated that Chet liked Jack. However, as Jack was walking outside a few days later, he was approached by Chet and a few more Thai men, who, upon lifting up Jack's shirt sleeve, saw the tattoo Achara had given Jack. He was infuriated by this, likely because Achara was not supposed to tattoo outsiders and Jack forced her to do exactly that. He and his company beat Jack to the ground, commanding him to leave the country before walking away. Achara looked on sadly. ar:شيت de:Chet es:Chet fr:Chet it:Chet pl:Chet pt:Chet ru:Чет Category:Characters Category:Season 3 characters Category:Flashback Characters Category:Jack's flashback characters Category:Food services Category:Episodic characters Category:Multilingual characters"
f9b59d03e055,David Reyes,Lost,Actor: Cheech Marin,,"David Reyes is Hurley's father, and husband of Carmen Reyes. Before the crash When Hurley was young, they worked on fixing up a Camaro together, with David promising his son that if they fixed it, they'd drive to the Grand Canyon. But David then left the family for 17 years, only to be brought back by Carmen after Hurley had won the Lotto. David was given the task of convincing Hurley he was not cursed by the numbers and shouldn't go to Australia. He took Hurley to a fortune teller, whom David had paid off to ""get rid"" of the curse. Despite his best efforts, David was unsuccessful in this task, and Hurley left for Australia. Hurley told Charlie that he learned to fish on the Santa Monica Pier with his ""old man."" It is unclear when the two spent time fishing together. After Hurley's return After the rescue of the Oceanic 6, David was present when Hurley arrived on the mainland, and greeted Hurley along with Carmen. After Hurley returned home one day, David and Carmen surprised"
b1ef47f6f7ae,Partridge,Lost,Actor: Sarah Antalis,,Partridge was a graduate student studying physics in London. She was one of Donovan's advisees and was walking with him while talking about her thesis. Donovan seemed to be concerned with the research's inherent unpredictability. de:Partridge es:Partridge fr:Partridge pt:Partridge ru:Аспирантка Category:Desmond's flashback characters Category:Flashback Characters Category:Characters Category:British characters Category:Season 3 characters
60e26cf9405b,Amira,Lost,Actor: Anne Bedian,"Sami beat him severely, and would have killed him, but Amira prevented him from finishing the job.","Amira was the wife of Sami, appearing in Sayid's flashbacks. Life When living in Iraq, Amira was tortured by Sayid while he was working for the Republican Guard. Her torture involved being scalded with hot oil, which left permanent scars on her arms and hands. Her husband told Sayid that she was forced to confess to something (harboring enemies of the state) she did not do. Sami and Amira later moved to Paris, France. Together they opened up a restaurant, Le Jardin Croissant Fertile, with Amira in charge of the kitchen. When living in Paris, Amira one day glimpsed Sayid working in a restaurant and instantly recognized him as her former interrogator. Her husband lured Sayid into their restaurant, pretending to offer him a job as chef. He chained Sayid to a floor grate and refused to let him go until he admitted what he had done to Amira. Sayid admitted to being a torturer in the Republican Guard, but said that he had never seen Amira and wouldn't hurt a woman. Sami beat him severe"
0968055e6974,Arabic man,Lost,Actor: Eyad Elbitar,,"Arabic man, portrayed by Eyad Elbitar is a character in . He was at Sami's restaurant in Paris, France and helped subdue Sayid. fr:Homme arabe (3x11) pl:Arabski mężczyzna ru:Мужчина-араб Category:Characters Category:Season 3 characters Arabic man Category:Sayid's flashback characters Category:Unnamed characters Category:Arabic characters"
4addfd92121d,Delivery man (Flashes Before Your Eyes),Lost,Actor: Jeremy Colvin,,"A delivery man brought a package to the receptionist in the Widmore Corporation building. He said the package was for 815, which reminded Desmond of the numbers. The man worked for ""London Central Delivery"", as identified by the logo on his cap. Trivia Although being an unnamed character, the delivery man is in fact named, as his name is shown on his staff badge. However, his name is unidentifiable in the episode. Therefore, he is considered as an ""unnamed character"". fr:Livreur (3x08) pl:Dostawca ru:Курьер (Вспышки перед глазами) Category:Characters Category:Season 3 characters Category:Flashback Characters Category:Desmond's flashback characters Category:Unnamed characters Category:British characters Category:Episodic characters"
3e2aefb3c86c,Officer Barnes,Lost,Actor: Rhett Giles,,"Officer Barnes was the police officer that was assigned to question Claire after her car crash. He met her in the hospital where she was staying and he asked her several routine questions concerning the accident. Claire, who felt that it was her fault that her mother was injured, got angry and extremely defensive during his questioning, and he apparently took offense. He implied that Claire's mom was going to die, and he left her alone in her hospital room. Trivia On his sleeve badge is ""State Police"". The Police are organized differently in Australia than the USA. Police in Sydney are not ""Sydney Police"" or ""State Police"", they are ""NSW Police"" (NSW = New South Wales, which is a state of Australia like Florida is a state of the USA). The badge is nearly identical to the NSW Police badge. de:Officer Barnes es:Agente Barnes fr:Officier Barnes pt:Oficial Barnes ru:Офицер Бэрнс Barnes, Officer Barnes, Officer Barnes, Officer Barnes, Officer Category:Law enforcement Category:Austra"
de9e8ce029a6,ER doctor (Par Avion),Lost,Actor: Danan Pere,,"The ER doctor of Sidney New South Medical stitched the head wound that Claire sustained in her car accident. Trivia Although being an unnamed character, the ER doctor is in fact named, as his name is shown on his nametag. However, his name is unidentifiable in the episode. Therefore, he is considered as an ""unnamed character"". fr:Urgentiste (3x12) pl:ER doktor ru:Доктор (Par Avion) Category:Characters Category:Season 3 characters Category:Medical Personnel Category:Flashback Characters Category:Claire's flashback characters Category:Unnamed characters Category:Episodic characters"
38dc0f8650fb,Head nurse,Lost,Actor: Anne Elizabeth Logan,,The head nurse of Sydney New South Medical told Claire after the car accident that she likes her mother's new doctor and that he is with her at the moment. See also Medical personnel fr:Infirmière en chef ru:Старшая медсестра (Par Avion) Head Nurse Category:Season 3 characters Head Nurse Category:Flashback Characters Head Nurse Category:Unnamed characters Category:Episodic characters
73c65df0b3e1,Man at crash site,Lost,Actor: John Medlen,,A man at Claire's crash site witnessed her car crash. This role presumably was a speaking role whose lines were cut before the episode aired in its final version. fr:Témoin de l'accident ru:Человек с места аварии Category:Characters Category:Season 3 characters Category:Flashback Characters Category:Claire's flashback characters Category:Unnamed characters
9dad4df34a4e,Tamara Fry,Lost,Actor: Cleo King,,"Tamara Fry is a government worker who interviewed John Locke in order to ascertain whether he should still receive disability allowance for his depression. She decided that until John restarted his therapy program, he would not receive any more benefits. Throughout the interview, she asked many of her questions rather bluntly. Trivia The casting call described her as ""April, a government employee, compassionate but firm and annoyed."" The character was credited as Government Worker only, and her full name was visible on her staff badge. According to her badge, Tamara works for the Employment Development Department (EDD), State of California. The name Tamara Fry also appeared on the guest list for the benefit concert in the flash-sideways world, but it is unlikely to have any canoncial connection with Tamara the government worker, as Tamara Fry is just a common name used on props. fr:Fonctionnaire ru:Сотрудница соцслужбы zh:Tamara Fry Category:Characters Category:Season 3 charac"
b1c012d9d788,Zach Carson,Lost,First: Secret Identity,,"Zach Carson is a character in the official Lost novelization Secret Identity who attended Dexter Cross' High School. While walking through the MonoMart supermarket with his friends Kristin Vandevere, Daryl Sharp, and Jenna O'Malley, the four of them ran into Dexter. Zach, along with Daryl, proceeded to make fun of Dexter. es:Zach Carson Carson, Zach Category:Characters Category:Unseen Characters"
