char_id,name,franchise,infobox_fields,death_sentences,text_excerpt
249698d52a2d,Squeak,The Wire,actor: Mia Arnice Chambers | seasons: 3,,"Squeak is the former girlfriend of Bernard, a soldier in the Barksdale Organization. Biography Background Bernard was responsible for supplying the organization with disposable mobile phones and was told to buy no more than two phones at any one outlet and provide receipts for his purchases. Squeak's nagging convinced Bernard to start breaking these rules. Squeak was an old associate of Bubbles and their association allowed the police to use her as an inroad to the Barksdale organization. Bubbles put Squeak and Bernard in touch with Lester Freamon who was a posing as a conman who could provide them with the phones at lower price. With Squeak's encouragement, Bernard accepted Freamon's offer and began buying solely from him on the condition that he provide him with receipts. Freamon gave Bernard pre-wiretapped phones that eventually brought down the Barksdale organization. When the investigation was closed with the arrest of Avon Barksdale Bernard and Squeak were also brought in. Bern"
fb180debcb16,The Deacon,The Wire,"actor: Melvin Williams | seasons: 3, 4, 5",,"The Deacon is a West Side church figure who is involved in many community projects. Biography Season 3 He also has many contacts within the city’s academic population. He is a friend of teacher Grace Sampson and helps her ex-boyfriend Dennis Wise when he is released after a long prison sentence. Initially he tries to encourage Cutty to enroll in a GED program, but Cutty is not interested in this idea. The deacon then helps Cutty to open a community boxing gym. He puts Cutty in touch with State Delegate Odell Watkins through the politically influential Reverend Frank Reid to help with obtaining the necessary permits for the gym. He also helps Cutty to get a paying job working as a school custodian at Edward J. Tilghman Middle School, where Grace teaches the eighth grade. The Deacon is also friends with Howard Colvin. When Colvin was Western District police commander the Deacon often served as his conscience. Colvin started three drug tolerant zones in his district and the deacon was "
c53f70dde54c,Kenard,The Wire,"actor: Thuliso Dingwall | seasons: 3, 4, 5 | birth: September 2, 1997 - September 1, 1998",,"Kenard is a former drug dealer for the Stanfield Organization. Biography Background Season 3 Kenard is seen replicating the scene of Omar Little robbing one of Barksdale's stashouses with a couple of other kids. He demands the coat used to portray Omar from one of the other kids, claiming its his turn to be him. (""Dead Soldiers"") Season 4 He worked with Donut and Randy Wagstaff to deliver flyers on election day. He later began to sell drugs with Namond, Donut, and Byron. Despite being the youngest of his friends he is consistently the most profane. After attempting to steal from Namond, he is savagely beaten by Michael. Kenard is seen working Michael's new corner with Dukie. Kenard attempted to sell drugs to Roland Pryzbylewski, who was observing Dukie from afar. Season 5 Kenard shows a fearless attitude, even in the presence of Omar Little, who is highly feared among drug crews throughout the series. Omar is spotted by Kenard while he walks around corners owned by Marlo, hobb"
71ca556ba0d7,Shaun McGinty,The Wire,"actor: Richard Burton | seasons: 2, 3",Stringer entrusts Shamrock with driving Bodie to dispose of the weapons used in a misguided territory war after a young child was killed by a stray bullet.,"Shaun ""Shamrock"" McGinty is an incarcerated former administrative assistant to Russell ""Stringer"" Bell of the Barksdale Organization. Biography Background Season 2 Shamrock was Russell Bell's second-in-command while Avon Barksdale was in prison and oversaw the technical aspects of the drug operation on his behalf. Stringer sounds out his loyalty by having him followed on a trip to Philadelphia to collect a package of drugs, along with Bodie. The package is not delivered correctly, but Shamrock and Bodie keep to Stringer's orders and meticulously documented his progress, and Stringer is satisfied with their response. Stringer entrusts Shamrock with driving Bodie to dispose of the weapons used in a misguided territory war after a young child was killed by a stray bullet. Unfortunately Bodie drops the bag of guns onto a passing freight ship instead of into the water. Little comes of it because Bodie had wiped the weapons clean of prints. Stringer entrusts Shamrock with the set-up of CO"
a9024d023d46,Perry,The Wire,"actor: Perry Blackmon | seasons: 1, 2, 3",,"Perry is a soldier in the Barksdale Organization. Biography Season 1 Perry was a soldier in the Barksdale organization, usually seen acting as security at the funeral home they use as a base of operations. He sometimes acts as a bodyguard for Avon Barksdale. Season 2 Season 3 He is playing video games with Rico when Omar Little robs a Barksdale stash house he was supposed to be keeping secure. Perry is one of those arrested for weapons violations at the Barksdale safehouse. Production Appearances *Uncredited appearance. References Category:Characters Category:Season 1 Characters Category:Season 2 Characters Category:Season 3 Characters Category:Drug dealers Category:Recurring Characters Category:Article stubs Category:Barksdale organization Category:Gangsters"
e570332149e2,Maurice Levy,The Wire,"actor: Michael Kostroff | seasons: 1, 2, 3, 4, 5","His assertion that they should tie up any loose ends, particularly those not bound by ties of loyalty to them, led to the death of Nakeesha Lyles.","Maurice J. ""Maury"" Levy is a defense attorney in Baltimore City. Biography Background He is a skilled defence attorney and was kept on retainer by the Barksdale Organization, and represented their members during investigations and trials. Season 1 Levy represented Avon's nephew D'Angelo Barksdale in the ""Pooh"" Blanchard murder trial and successfully returned a not guilty verdict. Levy's case was greatly improved when Nakeesha Lyles, a key witness, changed her story and refused to identify Barksdale in court. The next time D'Angelo was arrested, Levy arrived in the interrogation just in time to stop D'Angelo from writing a potentially incriminating letter. He got charges dropped against young Barksdale dealer Preston Broadus in juvenile court, claiming to the judge that the work was part of his firm's pro bono outreach program. Levy also advised Russell ""Stringer"" Bell and Avon on how to protect themselves when they suspected they were being investigated. His assertion that they shoul"
6ea558dd9856,De'Londa Brice,The Wire,actor: Sandi McCree | seasons: 4,,"De'Londa Brice is the mother of Namond Brice. Biography Background Namond’s father Wee-Bey Brice is incarcerated for multiple homicides. Although she has adopted Wee-Bey's last name, they are not married. De'Londa raises her son using funds from the criminal organization Wee-Bey worked for and she holds Wee-Bey in high regard as a male role model for Namond. She actively encourages him to get involved in Baltimore's drug trade and uses Wee-Bey's contacts to get him work. De'Londa owns her own home and spends a relatively large amount on clothes (notably a fur coat) and jewelry compared to her neighbors. She ensures that Namond always wears expensive clothes even when he has misbehaved. De'Londa enjoys regular shopping trips to New York and visits to Atlantic City while leaving Namond to care for himself. But she actually cares nothing about Namond as anything but a meal ticket. Instead of going into the game herself, she has her son do her dirty work. This catches up to her when "
d70598832f84,Brianna Barksdale,The Wire,"actor: Michael Hyatt | seasons: 1, 2, 3, 4","She is comforted by her brother's second-in-command Stringer Bell, the man who had actually ordered D'Angelo's death. After James McNulty, having done independent police work, informed Donette that there is a chance D'Angelo had been murdered, Donette passed the information on to Brianna. Brianna is not convinced and begins to hold Avon responsible for D'Angelo's death.","Brianna Barksdale is the mother of D'Angelo and the older sister of Avon. Biography Background Brianna grew up in West Baltimore and her family has always been involved in the narcotics trafficking trade. She became an advisor to the ascendant Avon and helped to manage their profits. She introduced her son, D'Angelo, to the family business when he was old enough. D'Angelo quickly became a lieutenant in Avon's operation despite some misgivings. Season 1 She first appeared bringing food to D'Angelo at work. Later, she was fiercely protective of her son when he was arrested for drug trafficking, insisting that Avon was in the wrong for sending him to pick up narcotics. Her brother promises to do everything he could to help D'Angelo. When D'Angelo is ready to turn against his family, Brianna visits him and changes his mind, convincing him to accept a lengthy prison sentence to protect Avon. Season 2 When D'Angelo once more begins to withdraw from his family in prison, Brianna visits hi"
8bf4329488c9,Donette,The Wire,"actor: Shamyl Brown | seasons: 1, 2, 3","Stringer had mounting concerns that D'Angelo was going to reveal information about their drug dealing organization to the authorities and covertly ordered him killed and had the death made to look like a suicide. Season 3
Detective McNulty reinvestigated D'Angelo's death and asserted that it was unlikely that he killed himself. She passed the information that D'Angelo's death may not have been a suicide on to D'Angelo's mother Brianna.","Donette is the girlfriend of drug dealer D'Angelo Barksdale and the mother of their son. Biography Season 1 D'Angelo brought her and their son Tyrell to a party organized by his uncle, Avon Barksdale, shortly after his acquittal where she first met Stringer Bell. She worried over her financial situation often and nagged D'Angelo for money. The two of them shared a meal together in an uptown restaurant and D'Angelo tried to explain his doubts about his lifestyle to her but she dismissed his worries. D'Angelo began seeing Shardene Innes behind Donette's back. D'Angelo was arrested and sentenced to twenty years in prison. Season 2 With D'Angelo imprisoned Avon gave Donette an allowance of support money. Donette got involved with Stringer Bell while D'Angelo was in prison. She visited D'Angelo at Stringer's behest to try to ease the experience of prison for him. Stringer had mounting concerns that D'Angelo was going to reveal information about their drug dealing organization to the aut"
656b89eefd4f,Shardene Innes,The Wire,"actor: Wendy Grantham | seasons: 1, 2, 5 | birth: February 11th, 1969","They use Keisha's (another dancer at Orlando's) death to convince Shardene that she is working with dangerous people, and that D'Angelo is not the man he seems to be. Keisha died after overdosing on cocaine at a party held in honor of Stinkum. D'Angelo had told Shardene that Keisha was taken to a hospital following the overdose; in reality, she had died, and her body was wrapped in a carpet, and put in a dumpster.","Shardene Innes is the partner of Lester Freamon and a former dancer at Orlando's strip club. Biography Season 1 Shardene met D'Angelo Barksdale at Orlando's. After a couple of conversations, Shardene agrees to go on a date with D'Angelo. The two begin to date and eventually move in together. Their relationship ends soon after Detectives Freamon and Greggs pick up Shardene in attempt to gain a source inside Orlando's that can bring them information about Avon and his crew. They use Keisha's (another dancer at Orlando's) death to convince Shardene that she is working with dangerous people, and that D'Angelo is not the man he seems to be. Keisha died after overdosing on cocaine at a party held in honor of Stinkum. D'Angelo had told Shardene that Keisha was taken to a hospital following the overdose; in reality, she had died, and her body was wrapped in a carpet, and put in a dumpster. She felt betrayed by D'Angelo, and asked him ""do I look like trash to you? do I look like someone who "
